key,question,section,option_A,option_B,option_C,option_D,answer,answer_source,answer_confidence,transcript_parse_file,transcript_unit,transcript_snippet,explanation_source,explanation_snippet,status,notes
2023.06.set1,1,A,It was spacious and tranquil,It was warm and comfortable,It was shabby and solitary,It was tiny and noisy,B,full_closure_audit,high,2023.06六级真题第1套详解.pdf,Conversation Questions 1-4,"the conversation you have just heard. M: Hi, Lily, how's the new apartment? W: It's okay. M: What? How can it be just okay when last week you were thrilled about the place and kept posting photos of it online? W: Well, (1)last week when I moved in, the apartment seemed cozy, just the right size for one person. But now it just seems tiny, shabby and solitary. M: Ah, that's the problem. You miss your roommates from university, don't you? W: (2)I'm going to sound like an idiot, because I used to complain to you all the time about how crowded our dormitory room was, and about all the things they did to irritate me, like watching movies la",full_closure_audit,full_closure_audit: verified by full closure pass; see listening_full_closure_audit.csv for transcript/explanation snippets.,closed,
2023.06.set1,2,A,She no longer hates people talking loudly in the dorm,She misses her roommates she used to complain about,She begins to enjoy the movies she once found irritating,She finds the crowded dorm as cozy as her new apartment,B,2023.06六级真题第1套详解.page-02.columns.txt,high,2023.06六级真题第1套详解.pdf,Conversation Questions 1-4,"ast week when I moved in, the apartment seemed cozy, just the right size for one person. But now it just seems tiny, shabby and solitary. M: Ah, that's the problem. You miss your roommates from university, don't you? W: (2)I'm going to sound like an idiot, because I used to complain to you all the time about how crowded our dormitory room was, and about all the things they did to irritate me, like watching movies late at night without headphones, or talking loudly early in the morning. But now I miss them terribly. M: Of course you do. That's perfectly normal. (3) When I got my first place I remember thinking I couldn't wait to live by",2023.06六级真题第1套详解.pdf,"2. Why does the woman say she is going to sound like an idiot? B）【精析】细节推断题。女士在句（2)中提到，她自己 听起来像个白痴，因为她过去总是向男士抱怨宿舍 有多拥挤，抱怨室友所做的所有让她恼火的事情， 比如深夜看电影不戴耳机，或者一大早就大声说 话。但现在她非常想念室友。由此可知，女士认为 自己像一个白痴是因为她现在非常想念她曾经大 为抱怨的室友。因此答案为B)。 Questions 5 to 8 are based on the conversation you have just heard. M: Hello, Susan. 第2页，共15页",closed,
2023.06.set1,3,A,He found the apartment perfectly furnished,He had a feeling of despair and frustration,He had a similar feeling to the woman's,He felt the new place was like paradise,C,full_closure_audit,high,2023.06六级真题第1套详解.pdf,Conversation Questions 1-4,"nd about all the things they did to irritate me, like watching movies late at night without headphones, or talking loudly early in the morning. But now I miss them terribly. M: Of course you do. That's perfectly normal. (3) When I got my first place I remember thinking I couldn't wait to live by myself and get away from my juvenile roommates and all their annoying habits. But then I began missing them and feeling lonely and thinking that our dormitory was like paradise, even though there were six of us guys in one small room. W: I thought it was just me who felt like that. M: Look, you lived at home with us, and then you had three room",2023.06六级真题第1套详解.pdf,manual_audit: marker says the man also missed his roommates and felt lonely after moving out; option C matches.,closed,
2023.06.set1,4,A,Go to see the woman's apartment,Make a phone call to his parents,Buy some furniture for the woman,Decorate the woman's apartment,A,2023.06六级真题第1套详解.page-02.columns.txt,high,2023.06六级真题第1套详解.pdf,Conversation Questions 1-4,"now that I have decorated it and it has everything I need. I have a kitchen to cook in and a bathroom all to myself, and then another room with my bed at one end,and a sofa,a small table and chairs at the other end. M: (4)That does sound adorable and I can't wait to see it, and neither can mom and dad.",2023.06六级真题第1套详解.pdf,"4. A）【精析】细节辨认题。男士开导了女士之后，让女 士描述一下她的公寓。听过女士对公寓的正面描 述后，男士在句(4)中说：“确实听起来讨人喜欢，我 迫不及待要去看一下了………”。因此，男士迫不及 待想做的事情是去看一下女士的公寓，答案为A)。 W: Welcome to our program Book Talk. Our guest today is Frank Jones, (5)a critic of our education system, and the author of a new book, How to Reform Our Universities. W: Frank, you support radically changing universities in America? M: Yes, (6)I believe that the purpose of h",closed,
2023.06.set1,5,A,He works as a literary critic,He hosts an educational program,He has initiated a university reform,He has published a book recently,D,2023.06六级真题第1套详解.page-03.columns.txt,high,2023.06六级真题第1套详解.pdf,Conversation Questions 5-8,"Questions 5 to 8 are based on the conversation you have just heard. W: Welcome to our program Book Talk. Our guest today is Frank Jones, (5)a critic of our education system, and the author of a new book, How to Reform Our Universities. M: Hello, Susan. W: Frank, you support radically changing universities in America? M: Yes, (6)I believe that the purpose of higher education is to prepare young people to enter the workforce, 第2页，共15页 and that our current system fails to do this. We're allocating too many resources to disciplines that don't match the nee",2023.06六级真题第1套详解.page-03.columns.txt,5.What do welearn fromthe conversation about the man? D)【精析】细节推断题。句(5)中，女士介绍说男士是 “我们”教育体系的批评者，同时也是新书《如何改 革我们的大学》的作者。由此可知，男士最近刚出 版了一本书。因此答案为D)。,closed,
2023.06.set1,6,A,It fails to keep up with the radical changes of society,It fails to ensure universities get sufficient resources,It has not prepared young people for the job market,It has not fostered the growth of the arts disciplines,C,2023.06六级真题第1套详解.page-03.columns.txt,high,2023.06六级真题第1套详解.pdf,Conversation Questions 5-8,"r guest today is Frank Jones, (5)a critic of our education system, and the author of a new book, How to Reform Our Universities. M: Hello, Susan. W: Frank, you support radically changing universities in America? M: Yes, (6)I believe that the purpose of higher education is to prepare young people to enter the workforce, 第2页，共15页 and that our current system fails to do this. We're allocating too many resources to disciplines that don't match the needs of employers. W: I think your attitude to education is a bit cynical, Frank. Surely the purpose of university is to prepare young people to participate fully in civic life, rather than ju",2023.06六级真题第1套详解.page-03.columns.txt,6. What does the man believe is the problem with the current American system of higher education? C）【精析】细节辨认题。根据句（6)可知，男士认为高 等教育的目的是让年轻人做好参加工作的准备，而 当前的高等教育体系并没有做到这一点。因此答 Section B Questions 9 to 11 are based on the passage you have just heard. opportunities for tranquility and contemplation. 答案详解,closed,
2023.06.set1,7,A,More of the budget should go to science and technology,The underfunded music discipline should be prioritized,Subdisciplines like sculpture should get more funding,Literature should get as much funding as engineering,A,2023.06六级真题第1套详解.page-03.columns.txt,high,2023.06六级真题第1套详解.pdf,Conversation Questions 5-8,"I agree that it isn't easy for young people to find work, but you propose closing down all departments that aren't directly related to science and technology. Is that really the solution? M: You're overstating my point. (7) My argument is that we need to use more of our budget on areas like science and engineering. To do that, we need to take money from subjects like literature and music. W: But the arts have value. They're an important part of our culture. Studying literature or music or sculpture might not result in a job in that area, (8) but it helps young people to think about the world in a deeper way, which makes them better cit",2023.06六级真题第1套详解.pdf,7. How should the education budget be allocated accordingto the man? A）【精析】细节辨辩认题。根据句（7)可知，男士认为应 该将更多的预算用到像科学和工程这样的领域。 因此答案为A)。,closed,
2023.06.set1,8,A,Build a prosperous nation,Make skilled professionals,Create ingenious artists,Cultivate better citizens,D,2023.06六级真题第1套详解.page-03.columns.txt,high,2023.06六级真题第1套详解.pdf,Conversation Questions 5-8,"hat, we need to take money from subjects like literature and music. W: But the arts have value. They're an important part of our culture. Studying literature or music or sculpture might not result in a job in that area, (8) but it helps young people to think about the world in a deeper way, which makes them better citizens and makes for a better society. M: I agree that the arts are valuable to society, but it's naive to think that not only the most talented, but all students should study them at university level. The arts are very competitive, and most graduates will end up with a great deal of debt, obtaining a degree that has little",2023.06六级真题第1套详解.pdf,8. What does the woman say the arts can do? D【精析】细节辨认题。女士认为艺术有其价值所 在。句(8)中，女士提到，它有助于年轻人用更深刻 的方式来思考世界，这会让他们成为更好的公民， 构建一个更好的社会。因此答案为D)。 问题：你是否曾有过一种再也没时间去认真思考的 烦人感觉？然后指出，你并不孤单。也就是说，很 多人都感觉没时间去认真思考，即这是很常见的。 (9)Do you ever have the annoying feeling that you don't have time to really think anymore? You're not alone. A variety of factors have conspired to rob us of time for reflection about ourselves and,closed,
2023.06.set1,9,B,It is quite common,It is rarely noticed,It seldom annoys people,It occurs when one is alone,A,2023.06六级真题第1套详解.page-03.columns.txt,high,2023.06六级真题第1套详解.pdf,Passage Questions 9-11,"Questions 9 to 11 are based on the passage you have just heard. (9)Do you ever have the annoying feeling that you don't have time to really think anymore? You're not alone. A variety of factors have conspired to rob us of time for reflection about ourselves and our lives. Today, our preoccupied minds are rarely silent. The average person receives hundreds of texts and voice messages a day, and holidays for many of us are action-packed weeks, more likely full of family activities tha",2023.06六级真题第1套详解.page-03.columns.txt,9.What do we learn about the feeling that one doesn't have time to think anymore? A)【精析】细节推断题。句(9)中，讲话者先提出一个 第3页，共15页 案为C)。,closed,
2023.06.set1,10,B,Seeing things in black and white,Engaging in regular contemplation,Having a special understanding of creativity,Knowing how to make their mental batteries work,B,2023.06六级真题第1套详解.page-04.columns.txt,high,2023.06六级真题第1套详解.pdf,Passage Questions 9-11,"t. The average person receives hundreds of texts and voice messages a day, and holidays for many of us are action-packed weeks, more likely full of family activities than opportunities for tranquility and contemplation. (10)Regular reflection, however, underlies all great professionals. It's a prerequisite for you to recharge your mental batteries, see things in a new light and tap into your creativity. Almost all of the great advisors that I have studied have found ways to get away from it all and contemplate their life and work. (11) Some researchers in the field of creativity, in fact, believe that insight occurs during the reflectio",2023.06六级真题第1套详解.pdf,10. What trait do all great professionals share? B）【精析】细节辨认题。根据句（10)可知，所有伟大 的专业人士都会定期反思。因此答案为B)。选项 中的contemplation是录音中reflection的同义 转述。 Questions 12 to 15 are based on the passage you have just heard. country. 答案详解,closed,
2023.06.set1,11,B,Engaging in intense activity,Fantasizing in one's down time,Working on a particular project,Reflecting during one's relaxation,D,full_closure_audit,high,2023.06六级真题第1套详解.pdf,Passage Questions 9-11,"o recharge your mental batteries, see things in a new light and tap into your creativity. Almost all of the great advisors that I have studied have found ways to get away from it all and contemplate their life and work. (11) Some researchers in the field of creativity, in fact, believe that insight occurs during the reflection and relaxation that follows a period of intense activity. Schedule time for reflection about your work, or a particular project you're engaged in. I usually block out half an hour. Don't answer the phone; push your papers to the side; sketch; make lists; draw mind maps of ideas that come to you. At the end, write",full_closure_audit,manual_audit: marker says insight occurs during reflection and relaxation after intense activity; option D matches.,closed,
2023.06.set1,12,B,Farmers helped Native Americans grow crops,There were expansive university campuses,There existed post offices,Migrants found gold there,C,2023.06六级真题第1套详解.page-04.columns.txt,high,2023.06六级真题第1套详解.pdf,Passage Questions 12-15,"Questions 12 to 15 are based on the passage you have just heard. (12)Even before Colorado was a state, it had post offices. The first opened in 1859 in a settlement founded by migrants searching for gold. Life could be unpredictable at West-gold failed to appear, drought ruined farmers and settlers clashed with Native Americans. On the settlement's location, now stands a sprawling university campus. Amid all the changes, one feature remained constantthe postal service. The maps tracin",2023.06六级真题第1套详解.page-04.columns.txt,"12. What does the passage say about Colorado before it became a state? C）【精析】细节辨认题。句(12)中，讲话者提到,科罗 拉多在成为一个州之前就有邮局。因此答案 为 C)。",closed,
2023.06.set1,13,B,It helped to boost the economy in the American West,It provided job opportunities for many gold seekers,It extended the influence of the federal government,It kept people in the deserts and plains connected,D,2023.06六级真题第1套详解.page-04.columns.txt,high,2023.06六级真题第1套详解.pdf,Passage Questions 12-15,"maps tracing America's westward expansion are telling. In 1864, there were few postal branches on land controlled by Native Colonization of the West could be regarded as a result of big government rather than pioneers. (13)As federal subsidies and land grants tempted people into the deserts and plains, the post kept them connected. (14) In the mid-19th century, the post office department was far from a centralized bureaucracy. To keep up with migration patterns, postal services were added to existing businesses. The federal government commissioned private wagons to carry the mail. Short-term contracts were granted to local businessmen",2023.06六级真题第1套详解.page-04.columns.txt,"13. How did the postal service contribute to America's westward expansion? D）【精析】细节辨认题。句(13)中，讲话者提到,联邦 政府的补贴和土地补助诱使人们进入沙漠和平原 地区，而邮政使他们保持联系。因此答案为D)。",closed,
2023.06.set1,14,B,It employed Native Americans to work as postmen,It commissioned private wagons to carry the mail,It subsidized the locals who acted as postmasters,It centralized postal services in its remote areas,B,full_closure_audit,high,2023.06六级真题第1套详解.pdf,Passage Questions 12-15,"by Native Colonization of the West could be regarded as a result of big government rather than pioneers. (13)As federal subsidies and land grants tempted people into the deserts and plains, the post kept them connected. (14) In the mid-19th century, the post office department was far from a centralized bureaucracy. To keep up with migration patterns, postal services were added to existing businesses. The federal government commissioned private wagons to carry the mail. Short-term contracts were granted to local businessmen to act as postmasters. These partnerships enabled the mail to quickly follow migrants, helping knit together remote",2023.06六级真题第1套详解.pdf,manual_audit: marker says the federal government commissioned private wagons to carry the mail; option B matches.,closed,
2023.06.set1,15,B,He analyzed interactive maps of mail routes,He read a large collection of books on the topic,He examined its historical trends with data science,He collected data about its impact on local business,C,2023.06六级真题第1套详解.page-04.columns.txt,high,2023.06六级真题第1套详解.pdf,Passage Questions 12-15,"wagons to carry the mail. Short-term contracts were granted to local businessmen to act as postmasters. These partnerships enabled the mail to quickly follow migrants, helping knit together remote parts of the country. (15)Mr. Blevins, a digital historian, wrote a book on the history of the US postal service, he used data science to analyze historical trends. Most strikingly, he built an accompanying website, complete with interactive maps. They show readers how, within a generation, the postal service helped colonize a continent. These online interactive maps illustrate the formative power of snail mail.",2023.06六级真题第1套详解.pdf,"15. What did Mr. Blevins do to study the history of the US postal service? C）【精析】细节辨认题。根据句（15)可知，Blevins先 生是一位数字历史学家，他写了一本关于美国邮 政服务历史的书，使用数据科学来分析历史趋势。 因此答案为C)。 (12)Even before Colorado was a state, it had post offices. The first opened in 1859 in a settlement founded by migrants searching for gold. Life could be unpredictable at West-gold failed to appear, drought ruined farmers and settlers clash",closed,
2023.06.set1,16,C,Higher levels of anxiety may improve people's memory,Some experiences are easier to remember than others,Most people tend to remember things selectively,Simple things may leave a deep impression on one's memory,A,2023.06六级真题第1套详解.page-05.columns.txt,high,2023.06六级真题第1套详解.pdf,Recording Questions 16-18,"get things. This week, we will discuss a Think about something as simple as buying a coffee. That may not seem like an experience that would make a deep impression on your memory, but anxiety could change that. In fact, (16)a new study suggests that people with higher anxiety levels might remember certain information better than people with lower anxiety levels. That's because higher levels of anxiety may make people more susceptible to negative feelings, putting them in a more negative state of mind. That in turn may make them able to better remember some events. Let's take a closer look at that new study now. (17) In this study, the r",2023.06六级真题第1套详解.pdf,16. What does the speaker say the new study suggests? A）【精析】细节推断题。句(16)中，讲话者提到，一项 新的研究表明，焦虑程度较高的人可能比焦虑程 度较低的人更能记住某些信息。也就是说，较高 的焦虑水平可能会提高人们的记忆力。因此答案 为 A)。,closed,
2023.06.set1,17,C,They classified the participants' mindset,They showed some photos to the participants,They measured the participants' anxiety levels,They tested the size of the participants' vocabulary,C,2023.06六级真题第1套详解.page-05.columns.txt,high,2023.06六级真题第1套详解.pdf,Recording Questions 16-18,"xiety may make people more susceptible to negative feelings, putting them in a more negative state of mind. That in turn may make them able to better remember some events. Let's take a closer look at that new study now. (17) In this study, the researchers started by giving 80 undergraduate students an anxiety test. The test measured the participants' anxiety levels over the preceding 第4页，共15页 two weeks. Then, to test memory, the participants were shown a series of neutral words, one at a time. Some of the words were printed on to photos of negative scenes, meaning images that could affect their emotions negatively, such as a photo of",2023.06六级真题第1套详解.pdf,17. What did researchers do first in the new study? C【精析】细节辨认题。讲话者讲述了新研究的细 Questions 19 to 21 are based on the recording you have just heard. another company that will answer them quickly. stick with you. 第5页，共15页 节。根据句（17)可知，研究人员以对80名本科生 进行焦虑测试开始了这项研究。因此答案为C)。,closed,
2023.06.set1,18,C,Anxiety has become a serious problem for an increasing number of people,Extreme levels of anxiety can adversely affect cognitive performance,People diagnosed with anxiety disorder may forget things selectively,There is no direct correlation between memory and levels of anxiety,B,2023.06六级真题第1套详解.page-05.columns.txt,high,2023.06六级真题第1套详解.pdf,Recording Questions 16-18,"onally neutral information that was presented to them, it became colored by their negative mindset, making them remember the information better. But these same effects were not seen in people with low levels of anxiety. (18)Previous studies have found that extreme levels of anxiety, such as those experienced by people diagnosed with an anxiety disorder, can be quite detrimental to memory and cognitive performance. But the highly anxious people in this study represent individuals who are managing their anxiety and for whom anxiety is not a serious problem.",2023.06六级真题第1套详解.page-05.columns.txt,"18. What do we learn from previous studies about anxiety? 【精析】细节辨认题。句(18中，讲话者提到，先前 B) 的研究发现，像被诊断为患有焦虑症的人所经历 的那种极度焦虑对记忆力和认知表现损害相当 大。也就是说，极度焦虑会对认知表现产生负面 影响。因此答案为B）。 Over the past 20 years, the internet has gradually become a dominant feature of our lives. It has changed how we communicate with each other, and it has definitely transformed the way we do business with each other. Marketing has also ch",closed,
2023.06.set1,19,C,They compare products from different companies before making a choice,They get information from other consumers' postings and comments,They lose patience when their phone call is no promptly answered,They expect to get instantaneous responses to their inquiry,A,full_closure_audit,high,2023.06六级真题第1套详解.pdf,Recording Questions 19-21,"way we do business with each other. Marketing has also changed in a number of ways. For instance, in the past consumers had to call a phone number and patiently wait on hold, in order to get the information they wanted. (19)Today, they want the information immediately. They'll go to the company's social media page and post comments and questions, expecting to receive an immediate response. If they don't get their questions answered soon, they'll move on to another company that will answer them quickly. Marketing departments today need to follow technological development. For example, this year's smartphone is smarter than last year's; s",2023.06六级真题第1套详解.pdf,full_closure_audit: verified by full closure pass; see listening_full_closure_audit.csv for transcript/explanation snippets.,closed,
2023.06.set1,20,C,Giving them rewards on the spot,Broadening their scope of interest,Speaking directly to their emotions,Focusing on the details of the product,C,2023.06六级真题第1套详解.page-06.columns.txt,high,2023.06六级真题第1套详解.pdf,Recording Questions 19-21,"have we grown accustomed to getting the information we want instantaneously, our attention spans are much shorter. If something doesn't capture our attention within a few seconds, we're on to the next piece of content. (20)Marketers need to figure out ways to speak directly to the customer's emotions and they need to figure out how to do that as quickly as possible. Once people are emotionally engaged, they'll stick with you. If marketing has changed this much in the past 20 years, imagine what the next 20 years will bring. In a recent survey, only 9% of marketers could say with confidence that their marketing efforts were actually wor",2023.06六级真题第1套详解.pdf,"20. How do marketers capture consumers' attention as quickly as possible? C）【精析】细节辨认题。讲话者提到，我们的注意力 持续时间变短，如果不能在几秒钟内吸引我们的 注意力，我们就会转向下一条内容。根据句（20） 可知，营销人员需要找到直接与消费者的情感进 行对话的方法，而且需要尽快弄清楚要怎么做到 Questions 22 to 25 are based on the recording you have just heard. recent research, that's evidently not enough. worthiness boost our self-esteem. be available at the office. That will definitely have a follow-o",closed,
2023.06.set1,21,C,Change the rules of the game in the market every year,Keep up with the latest technological developments,Learn from technological innovators to do business,Make greater efforts to build up consumers’ confidence,B,full_closure_audit,high,2023.06六级真题第1套详解.pdf,Recording Questions 19-21,"years will bring. In a recent survey, only 9% of marketers could say with confidence that their marketing efforts were actually working. Their confidence is being shaken, because the rules of the game change every year. (21)That's why it's important for marketers to pay attention to the latest technological developments and consider collaborating with technological innovators. That way, they'll be moving at the same pace as the tech industry. 第5页，共15页",2023.06六级真题第1套详解.pdf,manual_audit: marker says marketers should pay attention to latest technological developments; option B matches.,closed,
2023.06.set1,22,C,People have only one social engagement per week,Working together enhances friendship,Few people have devoted friends,Friendships benefit work,D,2023.06六级真题第1套详解.page-06.columns.txt,high,2023.06六级真题第1套详解.pdf,Recording Questions 22-25,"Questions 22 to 25 are based on the recording you have just heard. (22) You might be surprised to learn that the benefits of friendships extend beyond people's social life and into their work, which is interesting when considering the extent to which people sacrifice friendships, or at least the time they spend with friends, because of the extended hours they're devoting to work. Just last week, I was remarking to a colleague that I'm content with only one social engagement per week. Bu",2023.06六级真题第1套详解.pdf,22. What does the speaker say is interesting? D）【精析】细节辨认题。句（22)中提到，你可能惊 地发现，友谊的好处超越了人们的社交生活，进入 到工作中，当考虑到人们因为投入到工作中的时 间延长而到了牺牲友谊或至少牺性与朋友在一起 的时间的程度时，这是非常有趣的。也就是说，人 们常常因为工作而牺牲友谊，但事实上友谊对工 作有益处，这非常有趣。因此答案为D）。,closed,
2023.06.set1,23,C,The impact of friends on people's self-esteem,How supportive friends can be in the workplace,How to boost one's sense of value and worthiness,The role of family ties in people's mental well-being,A,full_closure_audit,high,2023.06六级真题第1套详解.pdf,Recording Questions 22-25,"se of the extended hours they're devoting to work. Just last week, I was remarking to a colleague that I'm content with only one social engagement per week. But according to recent research, that's evidently not enough. (23)In an initial study of more than 700 respondents, scholars from an American university analyzed the impact that friends, as opposed to family, have on self-esteem and well-being. Friends came out substantially on top. That's because to be someone's mate is a voluntary act, unlike family who people rarely get to choose. The researchers found that when people choose to cultivate and maintain supportive friendships with",2023.06六级真题第1套详解.pdf,manual_audit: marker says the initial study analyzed friends' impact on self-esteem and well-being; option A matches.,closed,
2023.06.set1,24,C,They show little interest in their friends' work,They tend to be much more difficult to make,They are more trustworthy and reliable,They increase people's job satisfaction,D,2023.06六级真题第1套详解.page-06.columns.txt,high,2023.06六级真题第1套详解.pdf,Recording Questions 22-25,"of value and worthiness boost our self-esteem. The second study comprised more than 300 participants. It proved that the better we feel about ourselves, the more likely we'll perform our job confidently and competently. (24) This follow-up study found that non- work friends even improve people's job satisfaction. They have as much of an impact on how much they love their jobs as do the friends they have at work, despite not actually being at our place of work. These types of friends tend to be our preferred outlet for venting about work-related matters. This is an avenue that may not be available at the office. So even though friendship",2023.06六级真题第1套详解.pdf,"24. What did the second study find about non-work friends? D）【精析】细节辨认题。句(24)中提到，追踪研究发 现，工作之外的朋友甚至会提升人们的工作满意 (22) You might be surprised to learn that the benefits of friendships extend beyond people's social life and into their work, which is interesting when considering the extent to which people sacrifice friendships, or at least the time they spend with friends, because of the extended hours th",closed,
2023.06.set1,25,C,Allow employees to have a flexible work schedule,Encourage employees to be friends with colleagues,Help employees balance work and family responsibilities,Organize activities to nourish friendships outside of work,A,2023.06六级真题第1套详解.page-07.columns.txt,high,2023.06六级真题第1套详解.pdf,Recording Questions 22-25,"ounterproductive. That's why, when determining how to create a better work-life balance, we need to consider not only how to balance work and family demands, but also how to cultivate and sustain supportive friendships. (25) It's for this reason that managers should never discriminate when it comes to requests from employees for flexible work arrangements. It's irrelevant whether their need for a desired schedule is due to, say, parenting responsibilities, or a craving to hang out with the best mate. What matters is the opportunity to engage in a nourishing activity outside of work. That will definitely have a follow-on effect at work.",2023.06六级真题第1套详解.pdf,25. What does the speaker suggest managers do? A）【精析】细节辨认题。句（25)中提到，当员工要求 灵活安排工作时，管理者不应该歧视他们。无论 他们需要一个理想的安排是出于养育责任，还是 Part II Reading Comprehension Section A 【结构框图】 第1段提到科学家们最近调查了关于狗的智商的很多研究，发现这些研究 并不可信。 本文主要介绍了狗的智 商并没有人们想象的那 第2段指出通过对300多个研究结果的对比，可以认定狗没有研究者们认 么高，关于狗的智商的 为的那样聪明。 研究很多都是带有目的 性的。 第3段指出并不是所有研究者都完全认同这项研究的观点。 【词性分析】 胜过 能的 答案详解 26.【考点】动词辩析题。 N）【语法判断】空格前是助动词的否定结构does not，空格后是一个名词结构other in,closed,
2023.06.set2,1,A,She is attracted to the beauty of modern buildings,She is preoccupied with her dream to be an architect,She is influenced by her father who teaches architecture,She is drawn to its integration of design and engineering,D,full_closure_audit,high,2023.06六级真题第2套详解.pdf,Conversation Questions 1-4,"I wish to study architecture. M: Ah, that's a wonderful profession. Why did you choose it? W: I gave a lot of thought to things you said during our last discussion, and I decided architecture made the most sense for me. (1)In particular, I'm attracted to the marriage of design and engineering. M: That's great, but I seem to remember you were preoccupied with all the lofty mathematics. You no longer think this aspect will be too hard for you? W: No. I was doing some online research and I think I should be able to manage. (2) Math might be the toughest subject I encounter in the curriculum, but I'll simply put in the work required. I'm c",full_closure_audit,full_closure_audit: verified by full closure pass; see listening_full_closure_audit.csv for transcript/explanation snippets.,closed,
2023.06.set2,2,A,Through hard work,With the professor's help,By studying the subject online,By taking prerequisite courses,A,2023.06六级真题第2套详解.page-02.columns.txt,high,2023.06六级真题第2套详解.pdf,Conversation Questions 1-4,"reat, but I seem to remember you were preoccupied with all the lofty mathematics. You no longer think this aspect will be too hard for you? W: No. I was doing some online research and I think I should be able to manage. (2) Math might be the toughest subject I encounter in the curriculum, but I'll simply put in the work required. I'm certain the fruits of my labor will pay off. M: I'm sure that's true. Due to its material nature, architecture is one field where you will be able to clearly witness the contribution you make to a city. (3)And the legacies you build will last much longer than any of us mortals. W: Yeah, I guess that's true",2023.06六级真题第2套详解.pdf,2. How does the woman say she will overcome the difficulty in learning mathematics? A）【精析】细节辨认题。句（2)中，女士承认数学对她 来说是所有学科中最难的科目，但她会努力，她相 信努力就会有收获。由此可知，女士打算通过自己 的刻苦努力来解决数学学习中所遇到的困难。因 此答案为A)。 Questions 5 to 8 are based on the conversation you have just heard. enough. M: I fully understand. 第2页，共15页,closed,
2023.06.set2,3,A,It is groundbreaking,It is long-lasting,It is immaterial,It is immortal,B,2023.06六级真题第2套详解.page-02.columns.txt,high,2023.06六级真题第2套详解.pdf,Conversation Questions 1-4,"rk required. I'm certain the fruits of my labor will pay off. M: I'm sure that's true. Due to its material nature, architecture is one field where you will be able to clearly witness the contribution you make to a city. (3)And the legacies you build will last much longer than any of us mortals. W: Yeah, I guess that's true too. So what subjects do you think I should start brushing up on in preparation? I have the whole summer. M: These days, architecture is a very diverse and dynamic degree. Most universities will encourage you to learn different things from fields as wide-ranging as philosophy and economics. (4) Nevertheless, I would",2023.06六级真题第2套详解.page-02.columns.txt,3. What does the man say about architects' contribution to a city? B）【精析】细节推断题。男士告诉女士，进入建筑领 域，她可以很清晰地见证自已对城市的贡献。根据 句(3)可知，建筑的寿命比人的寿命要长得多。由 此可知，建筑是长久的，可以成为人们留给后人的 遗产。因此答案为B)。D)项的干扰性比较强，但 immortal意为“永存的，永生不灭的”，建筑可能会 留存很长时间，但却不可能永远存在，故排除。,closed,
2023.06.set2,4,A,Economics,Philosophy,Computer science,Western art,C,2023.06六级真题第2套详解.page-02.columns.txt,high,2023.06六级真题第2套详解.pdf,Conversation Questions 1-4,"aration? I have the whole summer. M: These days, architecture is a very diverse and dynamic degree. Most universities will encourage you to learn different things from fields as wide-ranging as philosophy and economics. (4) Nevertheless, I would suggest you start with computer science because there will be many intricate visuals you will have to produce as part of your projects. W: Any software in particular you think I should start with? M: Photoshop is a good place. If you aren't yet, try to become as proficient as you can with it. And another thing that I would recommend you learn as much as you can is fine arts, in particular, the",2023.06六级真题第2套详解.pdf,"4. What subject does the man suggest the woman start with? C）【精析】细节辨认题。句（4)中，男士明确建议女士 从计算机科学着手进行学习。因此答案为C)。 W: So as I mentioned over the phone, we are looking for someone who is very discreet. I can't stress this W: (5) As we all know, being such a famous football player at Real Madrid, Mr. Sanchez has a very high public profile. This means he cannot leave the house without being recognized and h",closed,
2023.06.set2,5,A,He has occasionally been harassed by his fans,He has been guarded by a discreet assistant,He is well known to the public,He is a famous football coach,C,2023.06六级真题第2套详解.page-03.columns.txt,high,2023.06六级真题第2套详解.pdf,Conversation Questions 5-8,"Questions 5 to 8 are based on the conversation you have just heard. W: So as I mentioned over the phone, we are looking for someone who is very discreet. I can't stress this enough. M: I fully understand. W: (5) As we all know, being such a famous football player at Real Madrid, Mr. Sanchez has a very high public profile. This means he cannot leave the house without being recognized and harassed. M: Yes, I completely understand how imperative it would be to respect Mr. Sanchez's private life. W:Good.(6)As his personal assistant,you would be required to run common everyday chores for Mr. Sanchez, things he cannot do himself",2023.06六级真题第2套详解.pdf,5. What do we learn from the conversation about Mr. Sanchez? C）【精析】细节辨认题。根据句(5)可知，桑切斯先生 是皇家马德里队的一位著名足球运动员，在公众中 的知名度非常高。因此答案为C)。选项中的well known是录音中highprofile的同义转述。,closed,
