key,parse_file,question,section,answer,evidence
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,8,A,D,"8. How does the man describe Daniel Gregory? D)【精析】细节辨认题。男士向女士介绍画廊展出的 B）【精析】细节推断题。男士说，画家丹尼尔·格雷 丹尼尔·格雷戈里的另一幅作品时，在句（6)中提 戈里一点儿都不古怪。接着句(8)提到，她非常平 到，那是画家最受赞誉的一幅作品，并说这幅作品 易近人，也特别聪明。选项中用近义词nice替代 是由一位不愿意公开姓名的私人收藏家购买后借 了原文中的easygoing，保留了原文中的 给画廊进行展出的，由此可知，那幅作品属于这位 intelligent，并且没有采用原文中的“one of the 匿名收藏家。因此答案为D)。 most...""这样的表达方式，而是直接使用副词very"
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,7,A,B,"7. Why does the woman say she can feel immersed in 来修饰形容词nice和intelligent，但这些小的变化 the scene in the painting? 并不改变意思的表达。因此答案为B)。 B）【精析】细节推断题。根据句（7)，女士先感慨于画 Section B Questions 9 to 11 are based on the passage you have just heard. Forgiveness is the release of resentment or anger. Forgiveness doesn't mean reconciliation. We don't have to return to the same relationship, nor do we have to accept the same harmful behaviors from an offender. (9) Forgiveness is vitally important for the mental health"
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,9,B,A,"9. What does the passage say about forgiveness? B) 【精析】细节辨认题。句（10)指出，当冒犯的一方 给出的道并不真诚，或者他们根本没有显露出 A）【精析】细节辨认题。句(9)提到,宽恕对某些受害 任何歉意时，宽恕就特别有挑战性。因此答案 者的心理健康至关重要。因此答案为A）。本题各 选项中干扰性最强的是D),因为文中提到了it 为B)。 propels people forward rather than keeping them 1l. What should one do in order to forgive the emotionally engaged in an injustice or trauma,但 offender? 原文中所表达的意思是“使这些人不再深陷于那 C)[ 【精析】细节推断题。在讲到该如何对冒犯者进行 些情感上的偏颇或创伤不可自拔”，而D)选项中 宽恕时，句(11)提到，通过逐渐对冒犯者产生同情 来培养宽恕是很重要的，反思冒犯行为是出于恶 所表达含义是“让他们不经受痛苦难忘的经历”， 意，还是由冒犯者充"
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,10,B,C,"10. When is forgiveness especially challenging? Questions 12 to 15 are based on the passage you have just heard. third underground railway, after London and Budapest. In its long history, it has never been expanded remaining as a single loop line with a mere 15 stations. At its peak, it served the shipyard workers on the south side of the city. (12)In the 1960s, there was a decline in the shipbuilding industry, and the popularity of private transport grew. As a result, the subway saw a rapid dec"
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,14,B,D,14. Why does the Glasgow subway remained subway in the 1960s? A）【精析】细节辨认题。句（12）提到，在20世纪60 important today? D）【精析】细节辨认题。句(14)说，经过改造重新开 年代，造船业出现了衰退，私人运输的普及率上 升。因此，地铁乘客量迅速下降。选项中与之对 通运营后，格拉斯哥地铁的命运发生了重大变化， 应的为A)，所以答案为A)。选项以passengers代 作为其他交通方式的可行性替代方案，该地铁大 替了原文中的ridership，用dropped sharply来表 大缓解了市中心的交通堵塞。因此答案为D)。 述原文中arapiddecline的意思。
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,13,B,B,"13. Why was the Glasgow subway closed in 1977? stations in Glasgow nowadays? B）【精析】细节辨认题。句(15)提到，所有地铁站都 C）【精析】细节推断题。句（13)明确指出，1977年， 使用了智能卡售票机和智能闸机等高科技系统。 这条线路被关闭，是因为新的运营商投人大量资 金进行现代化改造，换句话说，关闭地铁是为了完 因此答案为B)。 Section C Questions 16 to 18 are based on the recording you have just heard. If you visit the Great Smoky Mountains National Park, chances are you will remember the roadside or 22年12月六级第2套详解第4页，共15页 campground bears above all else. Bears are the most popular animals in a number of our nat"
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,16,C,A,16. What does the speaker say about the bears in 是严格禁止对熊进行喂食的，违反规定者会被逮 national parks now? C）【精析】细节辨认题。句(16)提到，由于在国家公 捕。因此答案为A)。
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,18,C,C,18. What is the speaker's advice to people who carry 园中不允许干扰当地动物，这种保护消除了生活 some food while hiking on a park trail? 在那里的野生熊类对人类的恐惧，选项中的 【精析】细节推断题。句（18)提到，虽然徒步旅行 unafraidof humans是对原文中breakdownthe B) wildbears'fearof humans这一部分的同义转述。 者在公园小路上遇到熊的概率很小，但这也不是 因此答案为C)。选项中干扰性比较强的是D)， 绝对不可能发生的事情，因为熊似乎有某种天赋， 因为原文中也提到熊经常去翻垃圾桶，但这与选 能够看出来人们身上是否有吃的，而且他还可能 项中的“它们特别喜欢垃圾”所表述的意思还是有 会坚持索要。由此推测，讲话者是想告诉那些在 一定的偏差，故排除D)。 公园小路上徒步旅行的人，他们还是有可能会碰
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,17,C,B,"17. What does the speaker say about visitors feeding 上需要食物的大熊的。因此答案为B)。 bears in national parks? Questions 19 to 21 are based on the recording you have just heard. Why do we form opinions or attitudes about someone or something without really knowing much about them? Just hearing something good or bad about a person, a place or thing can influence our opinions positively or negatively. But letting the opinions of another person determine what our opinions will be is dangerous:. (19) Forming opin"
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,19,C,B,19. What does the speaker say about prejudice? D）【精析】细节推断题。由问题中的dangerous一词 B）【精析】细节辨认题。句（19)提到，在真正了解某 可以比较容易地找到答案在句（20)，讲话者提到， 人或某事之前形成对他们的看法被称为偏见。也 偏见很危险，因为它们使我们无法了解某人或某 就是说，没有足够的信息就做出判断，即为偏见。 事的真相。因此答案为D)。 因此答案为B）。选项中用adequateknowledge
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,21,C,A,"21. When does the speaker say we begin to develop 对原文中的reallyknowingthemwell进行了同 prejudiced attitudes? 义转述。 【精析】细节辨认题。句（21)提到，当我们的自豪 感开始转变为优越感时，我们就会开始形成带有 dangerous? 偏见的态度。因此答案为A)。 Questions 22 to 25 are based on the recording you have just heard. (22)When I started high school, it was a shock. I had spent eight years fighting my way to be the most 9th grader bullied by the big, tough 12th grade seniors who ran the high school. I realized then that it's nice to strive for something, but that you"
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,23,C,A,23. What did the speaker once think of teenage 这段话意思相近。因此答案为A）。 friendships?
2022.12.set2,2022.12六级真题第2套答案及详解.pdf,25,C,A,"25. What does the speaker try to do as a teacher? 说他感觉在越南的那14个月，他好像活了有10 C）【精析】细节辨认题。根据句(25,讲话者说，作为 辈子。句（24-2)提到，在他看来，他以前的那些朋 一名教师，“我”会尽力帮助学生渡过难关。选项 中用growingpains替代了原文中的roughspots。 友都特别幼稚，关心的也都是在他看来十分幼稚 的事情，换句话说，讲话者在越南的经历让他变得 因此答案为C)。 比朋友们都要成熟。因此答案为A）。 Part II"
2023.03.set1,2023.03英语六级详解第1套.pdf,1,A,A,"1. Where does the conversation most probably take 素食主义者时，女士在句(2)中回答说“不完全是”， place? 并解释说自已不吃肉，但吃鱼、海鲜或蛋没有问题。 A)【精析】细节辨认题。女士在句(1)中提到了菜单， 由此可知,女士不是完全的素食主义者。因此答案 还说自已有个朋友上周在这里吃过饭。由此可知， 为D)。 他们是在一家饭店里。因此答案为A)。"
2023.03.set1,2023.03英语六级详解第1套.pdf,7,A,D,"7. According to the woman, what do some managers praise for the man's performance? think of honesty? D）【精析】细节辨认题。女士问男士在年度绩效评估 B）【精析】细节辨认题。女士在句（7)中说，诚实被认 会议上是否得到了经理的表扬，男士在句（5)中回 为是一种罪过，而不是美德，因为它让人感到不舒 答说他的经理几乎没有给他任何表扬，在谈到男士 服，或者至少让最有权势的人感到不舒服。因此答 的成长空间时，经理直接说男士的态度有问题。因 案为 B)。 此答案为D)。"
2023.03.set1,2023.03英语六级详解第1套.pdf,6,A,D,"6. What does the woman say about some managers? many managers? C）【精析】细节理解题。女士在句(6)中提到，有些经理 D)【精析】细节辨认题。句(8)中，女士说：“保持他们 使用摆布人的语言来掩饰他们所做出的不合理选择。 的权力和威望是他们的首要任务。”选项中的 选项中的mask和irrational分别是录音中disguise和 preserving是录音中retaining的同义替换。因此 unreasonable的同义替换。因此答案为C)。 答案为 D)。 Section B Questions 9 to 11 are based on the passage you have just heard. (9)Athletes are seen as heroes because they can do things that most of us can't do. They can hit fast balls coming at them at nearly 1oo miles an hour, and leap"
2023.03.set1,2023.03英语六级详解第1套.pdf,9,B,B,"9. Why does the speaker say athletes are often 【精析】细节辨认题。句(10)中，讲话者提到，许多 viewed as heroes? 高知名度的运动员努力成为孩子们的正面榜样。 B）【精析】细节辨认题。句（9)中，讲话者提到，运动 因此答案为 C)。 员被人们视为英雄，因为他们可以做到我们大多 1l. What does the speaker say can be difficult? 数人做不到的事情。因此答案为B)。 A）【精析】细节辨认题。句(11)中,讲话者提到,将运"
2023.03.set1,2023.03英语六级详解第1套.pdf,10,B,A,"10. What does the speaker say many high-profile 动员的职业生活和个人生活分开可能很困难。因 players do? 此答案为A)。 Questions 12 to 15 are based on the passage you have just heard. a few unexpected costs are bound to occur. While most brides tend to accept this as fact, one Canadian woman, who is only known as Susan, attempted to avoid all wedding costs. She did this by asking her friends and family to pay up to attend her wedding. It went about as well as you'd expect. (13)Susan is causing quite the debate online after"
2023.03.set1,2023.03英语六级详解第1套.pdf,14,B,A,14. What did Susan's maid of honor advise her to do? 的支出。也就是说，婚礼的费用经常会高于预期。 C）【精析】细节辨认题。句（14)中提到，苏珊的伴娘 因此答案为 A)。 告诉她应该坚持预算。选项中的keepto是录音
2023.03.set1,2023.03英语六级详解第1套.pdf,13,B,C,13. What do we learn about the wedding of the 中stick to的同义替换。因此答案为C)。 Canadian woman Susan?
2023.03.set1,2023.03英语六级详解第1套.pdf,15,B,D,15. How did Susan respond to her future husband's B）【精析】细节辨认题。句(13)中提到，苏珊在脸书 suggestion? 上发布了一条关于她现已取消的婚礼的怪异抱 D)[ 【精析】细节辨认题。短文中提到，苏珊的未婚夫 怨。由此可知，苏珊的婚礼已经被取消了。因此 意识到他们支付不起这场梦幻婚礼的时候，提出 了要去拉斯维加斯结婚的建议。根据句（15）可 答案为B）。短文中提到这场梦幻婚礼的预算是6 万美元，但没说婚礼共花费6万美元，因此排除 知，苏珊很快就拒绝了这一想法。选项中的 A)；短文中提到只有8个受邀人同意支付1500 rejected是录音中shutdown的同义替换。因此 答案为D)。 美元来参加婚礼，而不是说婚礼只有8位宾客，因 此排除C)；短文中提到，当婚礼无法按预期举行 Section C Questions 16 to 18 are based on the recording you have just heard. It has long been scientifically established that
2023.03.set1,2023.03英语六级详解第1套.pdf,16,C,C,16. What has a new study revealed about temperature? 因此答案为C)。 D）【精析】细节辨认题。句（16)中提到，一项新的研
2023.03.set1,2023.03英语六级详解第1套.pdf,17,C,A,"17. What does the speaker say about warmer climates? 示，温度与性格之间的关联在中国人身上要比在 美国人身上体现得更加强烈一些，这表明，温度虽 C）【精析】细节理解题。句（17)中，讲话者提到,较为 温暖的气候使人们总体上感觉更加积极。也就是 然起作用，但它并不起主导作用，其影响相当微 说，较为温暖的气候会让人们产生积极的情绪。 弱。因此答案为A)。 Questions 19 to 21 are based on the recording you have just heard. Today, we are talking about loneliness. Loneliness and social isolation are growing public health concerns for people of all ages in the United States, from adolescence to the elderly. Public health experts are worried because lon"
2023.03.set1,2023.03英语六级详解第1套.pdf,19,C,D,19. Why does the speaker say the finding of a new 个好消息，那就是孤独似乎是可逆的。选项中的 national poll reveals a serious problem? probably是录音中itlooks like的同义替换。因 B) 【精析】细节辨认题。讲座中提到，一项新的全国 此答案为D)。 民意调查发现，大约三分之一的美国老年人感到
2023.03.set1,2023.03英语六级详解第1套.pdf,20,C,C,"20. What is the good news the speaker talks about? 义的社会交往。也就是说，解决孤独问题的关键 D）【精析】细节辨认题。句(20)中，讲话者提到,有一 在于进行有意义的社会交往。因此答案为C)。 Questions 22 to 25 are based on the recording you have just heard. Hello. I'm co-founder of the popular female travel community We Are Travel Girls. We collect and publish stories from women traveling all over the world. We promote women's blogs; we host meetings and events and are getting ready to launch our Travel With Us trips in Bali, Japan and Malawi. (22)Before I start"
2023.03.set1,2023.03英语六级详解第1套.pdf,25,C,A,25. What is the speaker's advice on winning a loyal 成功的金融职业生涯。因此答案为A)。 audience?
2023.03.set1,2023.03英语六级详解第1套.pdf,23,C,B,23. What did the speaker's friend suggest they do in C) 【精析】细节归纳题。句(25)中，讲话者提到，如果 2015? 你想把它变成一份全职事业，那就准备好努力工 【精析】细节辨认题。句(23)中，讲话者明确提到， 作，而且，在拥有忠实的受众群体之前，不要急于 B) 2015年，她在寻找离开金融业的方法时，她的朋友 出售广告位。你的受众规模不一定需要很大，但 建议她开始写博客。因此答案为B)。 你希望他们参与其中。如果你在初期投放太多推
2023.03.set1,2023.03英语六级详解第1套.pdf,24,C,C,24. What does the speaker advise people to do if they 销（广告），就会造成受众流失。总的来说，讲话者 关于赢得忠实受众方面的建议就是，在初期要避 want to become travel writers? D）【精析】细节辨认题。句(24)中，讲话者说，对于那 免做太多广告。因此答案为C）。 第5页，共13页 Part II
2023.06.set1,2023.06六级真题第1套详解.pdf,3,A,B,3. What do we learn about the man when he left the apartment? dormitory to live on his own? B）【精析】细节辨认题。根据句(1)可知，女士上个星期 C）【精析】细节推断题。根据句(3)可知，当男士第一 搬进公寓的时候认为公寓看起来温暖又舒适，面积也 次有了自己的地方时，他迫不及待地想自己生活， 正适合一个人居住。因此答案为B)。选项中的 摆脱幼稚的室友和室友那些烦人的习惯。但后来， warmandcomfortable是录音中cozy的同义转述。 男士开始想念他们，他感到孤独，认为尽管六个人
2023.06.set1,2023.06六级真题第1套详解.pdf,2,A,C,2. Why does the woman say she is going to sound 挤在一个小房间里，但宿舍就像天堂一样。由此可 like an idiot? 知，男士离开宿舍独居之后经历了和女士相似的心 B）【精析】细节推断题。女士在句（2)中提到，她自己 路历程。因此答案为C)。 听起来像个白痴，因为她过去总是向男士抱怨宿舍 What does the man say he can't wait to do?
2023.06.set1,2023.06六级真题第1套详解.pdf,4,A,A,"4. 有多拥挤，抱怨室友所做的所有让她恼火的事情， A）【精析】细节辨认题。男士开导了女士之后，让女 比如深夜看电影不戴耳机，或者一大早就大声说 士描述一下她的公寓。听过女士对公寓的正面描 话。但现在她非常想念室友。由此可知，女士认为 述后，男士在句(4)中说：“确实听起来讨人喜欢，我 自己像一个白痴是因为她现在非常想念她曾经大 迫不及待要去看一下了………”。因此，男士迫不及 为抱怨的室友。因此答案为B)。 待想做的事情是去看一下女士的公寓，答案为A)。 Questions 5 to 8 are based on the conversation you have just heard. W: Welcome to our program Book Talk. Our guest today is Frank Jones, (5)a critic of our education system, and the author of a new book, How to Reform Our Universities. M: Hello, Susan. W: Frank, you sup"
2023.06.set1,2023.06六级真题第1套详解.pdf,7,A,A,7. How should the education budget be allocated accordingto the man? D)【精析】细节推断题。句(5)中，女士介绍说男士是 “我们”教育体系的批评者，同时也是新书《如何改 A）【精析】细节辨辩认题。根据句（7)可知，男士认为应 革我们的大学》的作者。由此可知，男士最近刚出 该将更多的预算用到像科学和工程这样的领域。 版了一本书。因此答案为D)。 因此答案为A)。
2023.06.set1,2023.06六级真题第1套详解.pdf,8,A,A,8. What does the woman say the arts can do? D【精析】细节辨认题。女士认为艺术有其价值所 the current American system of higher education? 在。句(8)中，女士提到，它有助于年轻人用更深刻 C）【精析】细节辨认题。根据句（6)可知，男士认为高 的方式来思考世界，这会让他们成为更好的公民， 等教育的目的是让年轻人做好参加工作的准备，而 当前的高等教育体系并没有做到这一点。因此答 构建一个更好的社会。因此答案为D)。 Section B Questions 9 to 11 are based on the passage you have just heard. (9)Do you ever have the annoying feeling that you don't have time to really think anymore? You're not alone. A variety of factors have conspired to rob us of time for refl
2023.06.set1,2023.06六级真题第1套详解.pdf,10,B,B,"10. What trait do all great professionals share? creative ideas? B）【精析】细节辨认题。根据句（10)可知，所有伟大 D)【精析】细节辨认题。句(11)中提到，创造力领域 的专业人士都会定期反思。因此答案为B)。选项 的一些研究人员认为，洞察力实际上产生于一段时 中的contemplation是录音中reflection的同义 间紧锣密鼓的活动后的反思和放松中。因此答案 转述。 为D)。 Questions 12 to 15 are based on the passage you have just heard. (12)Even before Colorado was a state, it had post offices. The first opened in 1859 in a settlement founded by migrants searching for gold. Life could be unpredictable at West-gold failed to appear, drought"
2023.06.set1,2023.06六级真题第1套详解.pdf,15,B,D,15. What did Mr. Blevins do to study the history of 政府的补贴和土地补助诱使人们进入沙漠和平原 the US postal service? C）【精析】细节辨认题。根据句（15)可知，Blevins先 地区，而邮政使他们保持联系。因此答案为D)。
2023.06.set1,2023.06六级真题第1套详解.pdf,14,B,C,"14. What did the federal government do to meet the 生是一位数字历史学家，他写了一本关于美国邮 increasing demand for the postal service in the 政服务历史的书，使用数据科学来分析历史趋势。 West? 因此答案为C)。 Section C Questions 16 to 18 are based on the recording you have just heard. In last week's lecture, we discussed reasons why people forget things. This week, we will discuss a Think about something as simple as buying a coffee. That may not seem like an experience that would make a deep impression on your memory, but anxiety could change"
2023.06.set1,2023.06六级真题第1套详解.pdf,16,C,C,16. What does the speaker say the new study 节。根据句（17)可知，研究人员以对80名本科生 进行焦虑测试开始了这项研究。因此答案为C)。 suggests? A）【精析】细节推断题。句(16)中，讲话者提到，一项
2023.06.set1,2023.06六级真题第1套详解.pdf,17,C,B,"17. What did researchers do first in the new study? C【精析】细节辨认题。讲话者讲述了新研究的细 影响。因此答案为B）。 Questions 19 to 21 are based on the recording you have just heard. Over the past 20 years, the internet has gradually become a dominant feature of our lives. It has changed how we communicate with each other, and it has definitely transformed the way we do business with each other. Marketing has also changed in a number of ways. For instance, in the past consumers had to call a phone number and patiently wait"
2023.06.set1,2023.06六级真题第1套详解.pdf,19,C,C,19. What does the speaker say about today's consumers? 这一点。也就是说，要快速吸引消费者的注意力 D）【精析】细节辨认题。讲话者先提到了过去的消费 就要直接与他们的情感对话。因此答案为C)。
2023.06.set1,2023.06六级真题第1套详解.pdf,21,C,D,21. What does the speaker suggest marketers do to 者：必须要拨打电话号码并且耐心等待才能获得 他们想要的信息。接着在句（19）中描述了如今的 meet future challenges? 消费者：他们想要立即得到信息。因此答案为D）。 B) 【精析】细节推断题。讲话者最后提到了变化的影
2023.06.set1,2023.06六级真题第1套详解.pdf,20,C,B,20. How do marketers capture consumers' attention 响，触发营销人员对未来的思考。因为游戏规则 as quickly as possible? 每年都在变化，营销人员对自已营销努力的信心 C）【精析】细节辨认题。讲话者提到，我们的注意力 正在动摇。之后，讲话者在句(21)中说，这就是营 持续时间变短，如果不能在几秒钟内吸引我们的 销人员关注最新的技术发展并考虑与技术创新人 注意力，我们就会转向下一条内容。根据句（20） 员合作很重要的原因。这样他们就会与技术行业 可知，营销人员需要找到直接与消费者的情感进 齐头并进。也就是说，营销人员要应对未来的挑战 行对话的方法，而且需要尽快弄清楚要怎么做到 就要跟上技术的新发展。因此答案为B)。 Questions 22 to 25 are based on the recording you have just heard. (22) You might be surprised to learn that the benefits of friendships extend beyond peop
2023.06.set1,2023.06六级真题第1套详解.pdf,22,C,A,"22. What does the speaker say is interesting? university analyze in their initial study? D）【精析】细节辨认题。句（22)中提到，你可能惊 A) 【精析】细节辨认题。句(23)中提到，在一项针对 地发现，友谊的好处超越了人们的社交生活，进入 700多名受访者的初步研究中,美国一所大学的学 到工作中，当考虑到人们因为投入到工作中的时 者分析了朋友而非家人对自尊和幸福感的影响。 间延长而到了牺牲友谊或至少牺性与朋友在一起 因此答案为A)。 的时间的程度时，这是非常有趣的。也就是说，人"
2023.06.set1,2023.06六级真题第1套详解.pdf,24,C,D,24. What did the second study find about non-work 们常常因为工作而牺牲友谊，但事实上友谊对工 friends? 作有益处，这非常有趣。因此答案为D）。 D）【精析】细节辨认题。句(24)中提到，追踪研究发
2023.06.set1,2023.06六级真题第1套详解.pdf,23,C,D,23. What did researchers from an American 现，工作之外的朋友甚至会提升人们的工作满意 第6页，共15页 度。因此答案为D)。 渴望和最好的伙伴一起出去玩，这都是无关紧要
2023.06.set1,2023.06六级真题第1套详解.pdf,25,C,A,25. What does the speaker suggest managers do? 的。重要的是从事工作之外的有益活动的机会。 A）【精析】细节辨认题。句（25)中提到，当员工要求 这肯定会在工作中产生后续影响。也就是说，讲 灵活安排工作时，管理者不应该歧视他们。无论 话者建议管理者同意员工拥有灵活的工作安排。 他们需要一个理想的安排是出于养育责任，还是 因此答案为A)。 Part II
2023.06.set2,2023.06六级真题第2套详解.pdf,2,A,B,2. How does the woman say she will overcome the 遗产。因此答案为B)。D)项的干扰性比较强，但 difficulty in learning mathematics? immortal意为“永存的，永生不灭的”，建筑可能会 A）【精析】细节辨认题。句（2)中，女士承认数学对她 留存很长时间，但却不可能永远存在，故排除。
2023.06.set2,2023.06六级真题第2套详解.pdf,4,A,C,"4. What subject does the man suggest the woman 来说是所有学科中最难的科目，但她会努力，她相 start with? 信努力就会有收获。由此可知，女士打算通过自己 的刻苦努力来解决数学学习中所遇到的困难。因 C）【精析】细节辨认题。句（4)中，男士明确建议女士 此答案为A)。 从计算机科学着手进行学习。因此答案为C)。 Questions 5 to 8 are based on the conversation you have just heard. W: So as I mentioned over the phone, we are looking for someone who is very discreet. I can't stress this enough. M: I fully understand. W: (5) As we all know, being such a famous football player at Real Madrid, Mr. Sanchez has a very high public p"
2023.06.set2,2023.06六级真题第2套详解.pdf,5,A,D,5. What do we learn from the conversation about D)【精析】细节辨认题。句(7)中，男士告诉女士，这 Mr. Sanchez? 是他大学毕业后的第一份工作，所以，他此前是没 C）【精析】细节辨认题。根据句(5)可知，桑切斯先生 有多少工作经验的。因此答案为D)。 是皇家马德里队的一位著名足球运动员，在公众中
2023.06.set2,2023.06六级真题第2套详解.pdf,8,A,C,8. Why does the man think he is a very competitive 的知名度非常高。因此答案为C)。选项中的well candidate? known是录音中highprofile的同义转述。 B）【精析】细节辨认题。当女士问男士他认为自已为
2023.06.set2,2023.06六级真题第2套详解.pdf,6,A,A,6. What will the man do if he gets the job? 什么能够胜任这份工作时，男士提到了两点：第一， A）【精析】细节辨认题。根据句（6)可知，男士将会成 热爱足球；第二，他对公司在体育咨询方面的工作 为桑切斯先生的私人助理，替桑切斯先生做一些日 非常酷，他的语言技能在将来会很有用。根据句 常琐事。因此答案为A)。 (8)可知，男士精通英语、西班牙语和法语。因此答
2023.06.set2,2023.06六级真题第2套详解.pdf,9,B,C,9. Why do extreme sports appeal to many kids? 的机会。从某种角度上来说，克服恐惧的过程也是 D）【精析】细节辨认题。根据句(9)可知，与传统的团 培养勇气的过程。因此答案为C)。 队运动相比，冒险运动没有那么多的规则和压力， 1l.What should parents do if they decide adventure 却能带来户外体育活动的所有益处。因此答案 sports are a bit too much for their kids? 为D)。 B)【精析】细节推断题。句(11)中提到，如果父母认
2023.06.set2,2023.06六级真题第2套详解.pdf,10,B,B,"10. What does the speaker say about risk-free 为冒险运动有点太过了，那就应该让孩子们有机会 接触一些其他形式的户外冒险运动。也就是说，让 activities? C)【精析】细节推断题。句(10)中，讲话者提到，没有 孩子参加一些不那么危险的户外冒险运动。因此 风险的活动剥夺了孩子们考验自已以及克服恐惧 答案为B)。 第3页，共15页 Questions 12 to 15 are based on the passage you have just heard. The shiny gadgets of today will be waste tomorrow. Manufacturers don't talk much about this when they announce the big new thing that will replace your mostly just as good old thing. (12)'in fact, technology firms often purposely design devi"
2023.06.set2,2023.06六级真题第2套详解.pdf,14,B,C,14. What should tech companies do to help ensure 12.Why did new products soon become waste? C【精析】细节辨认题。短文开头就说，今天明明还 environmental sustainability? 是很新的东西第二天就会变成废品，也就是说，很 A）【精析】细节辨认题。短文中提到了电子垃圾对环 境造成的危害。句（14)中明确提到，我们需要科 多东西的使用寿命很短，很快就会被淘汰掉。根 技公司带头来解决这一问题。因此答案为A)。 据句(12)可知，这是因为科技公司故意设计使用 寿命不长且无法维修的产品，从而让消费者不得 选项中的taketheinitiative是录音中takethe 不花钱买一个新的。因此答案为C)。 lead的同义转述。
2023.06.set2,2023.06六级真题第2套详解.pdf,13,B,A,"13. What did the French government require tech companies to do to help consumers make better waste? choices? A）【精析】细节辨认题。根据句（15)可知，讲话者认 B）【精析】细节辨认题。句(13)中明确提到，今年，法 为，世界上的东西都会损坏，但我们不应该就让它 国政府开始要求科技产品制造商列出可修复性评 们坏着，既然是我们的创造所导致问题，那这一定 分。因此答案为B)。 是可以解决的问题。因此答案为A)。 Section C Questions 16 to 18 are based on the recording you have just heard. On average, US workers spend about 10% of their workday surfing the internet, emailing friends or shopping online. This behavior, called cyberloafing, is believe"
2023.06.set2,2023.06六级真题第2套详解.pdf,16,C,B,16. What does most cyberloafing research focus on? 息，让员工有机会从紧张的工作环境中恢复过来。 D）【精析】细节辨认题。句(16)中提到，大多数关于 也就是说，他们认为网络偷懒可能有助于员工减 轻压力。因此答案为B)。 网络偷懒的研究都集中在通过互联网监控和计算
2023.06.set2,2023.06六级真题第2套详解.pdf,18,C,D,18. On what point do the results of the speaker's 机使用政策等干预措施来防止员工进行这种行为 的方法上。也就是说，以往的大多数研究重点都 study agree with other recent research? A）【精析】细节推断题。句(18)中，讲话者提到，他所 在如何防止员工网络偷懒上。因此答案为D)。
2023.06.set2,2023.06六级真题第2套详解.pdf,17,C,A,"17. What was the hypothesis of the speaker's 进行的研究与近期的其他研究结果相吻合，都表 research team? 明短暂的休息与更高水平的日常工作表现有关。 B）【精析】细节推断题。句(17)中，讲话者提到，他们 也就是说，稍事休息可以让员工的工作表现更好。 团队的假设就是，网络偷懒可能是一种短暂的休 因此答案为A)。 Questions 19 to 21 are based on the recording you have just heard. (19)WhenJulius Mortonmoved toNebraska City in1854,he faced aproblem sharedbymany settlers in the territory: It was a treeless plain. That meant no trees for building materials, or for fuel. But Morton was one of the world's first conservationists,"
2023.06.set2,2023.06六级真题第2套详解.pdf,19,C,C,19. What does the speaker say about Nebraska City 1854年，当莫顿搬到内布拉斯加市时，他面临着该 in 1854 when Julius Morton moved there? 地区许多定居者共同面临的问题：那是一片没有 C）【精析】细节辨认题。句(19)中，讲话者明确提到， 树木的平原。因此答案为C)。 第5页，共15页
2023.06.set2,2023.06六级真题第2套详解.pdf,21,C,A,"21. What does the speaker say happened on April influence in Nebraska City? 10,1872? D）【精析】细节辨认题。根据句(20)可知，莫顿在内 B）【精析】细节辨认题。句(21)中，讲话者提到，1872 布拉斯加的影响力增长，主要原因在于他创办了 年4月10日，内布拉斯加各地庆祝了第一个非官 该州的第一家报纸《内布拉斯加城市新闻》，他还 方的植树节。庆祝活动包括向植树最多的县市和 经常在该报纸上撰写关于植树的实用和美学效益 个人颁发奖励。而就在那一天，内布拉斯加州居 的社论。因此答案为D)。 然种植了一百万棵树。因此答案为B)。 Questions 22 to 25 are based on the recording you have just heard. (22)Modern humans arose in Africa about 200,000 years ago. They then spread across Europe and Asia sometime after 60,000 year"
2023.06.set2,2023.06六级真题第2套详解.pdf,24,C,D,24. What does the speaker want to show with the D）【精析】细节辨认题。根据句(22)可知，在20世纪 example of some monkeys in Africa? 90年代受到普遍认可的假设是“走出非洲”理论， A）【精析】细节归纳题。根据句(24)可知，讲话者对 即认为大约20万年前，现代人类出现在非洲，他 人类离开非洲的原因提出了疑问，他以非洲的一 们在大约6万年前走出非洲，进入欧洲和亚洲。 种猴子为例，说明如果不是因为特殊情况，物种不 因此答案为D)。 会进行迁徙，那些猴子的牙齿在数百万年间一直
2023.06.set2,2023.06六级真题第2套详解.pdf,23,C,A,"23. What has called into question the ""Out of Africa"" 没有变化，是因为它们没有变化的理由。也就是 model? 说，讲话者希望通过猴子的例子说明人类的迁徙 A）【精析】细节辨认题。句（23)中，讲话者讲述了最 应该是有原因的。因此答案为A)。"
