key,question,section,answer,top_pair,top_score,second_pair,second_score,margin,answer_in_pair,answer_mate,answer_shorter,answer_fewer_words,options
2022.06.set1,1,A,A,CD,0.113,BC,0.097,0.016,False,,,,A: He is a staff writer | B: He is an adventurer | C: He is an author of fiction | D: He is a father of four kids
2023.06.set1,20,C,C,AD,0.079,BD,0.070,0.008,False,,,,A: Giving them rewards on the spot | B: Broadening their scope of interest | C: Speaking directly to their emotions | D: Focusing on the details of the product
2023.06.set1,21,C,B,BC,0.183,BD,0.110,0.073,True,C,False,False,A: Change the rules of the game in the market every year | B: Keep up with the latest technological developments | C: Learn from technological innovators to do business | D: Make greater efforts to build up consumers’ confidence
2023.06.set1,22,C,D,BD,0.400,AC,0.191,0.209,True,B,True,True,A: People have only one social engagement per week | B: Working together enhances friendship | C: Few people have devoted friends | D: Friendships benefit work
2023.06.set1,23,C,A,AB,0.212,AD,0.193,0.019,True,B,False,False,A: The impact of friends on people's self-esteem | B: How supportive friends can be in the workplace | C: How to boost one's sense of value and worthiness | D: The role of family ties in people's mental well-being
2023.06.set1,24,C,D,BC,0.068,AC,0.044,0.024,False,,,,A: They show little interest in their friends' work | B: They tend to be much more difficult to make | C: They are more trustworthy and reliable | D: They increase people's job satisfaction
2023.06.set1,25,C,A,AC,0.269,AB,0.187,0.082,True,C,True,True,A: Allow employees to have a flexible work schedule | B: Encourage employees to be friends with colleagues | C: Help employees balance work and family responsibilities | D: Organize activities to nourish friendships outside of work
2023.06.set2,1,A,D,BC,0.097,AD,0.076,0.021,False,,,,A: She is attracted to the beauty of modern buildings | B: She is preoccupied with her dream to be an architect | C: She is influenced by her father who teaches architecture | D: She is drawn to its integration of design and engineering
2023.06.set2,2,A,A,CD,0.055,BC,0.042,0.013,False,,,,A: Through hard work | B: With the professor's help | C: By studying the subject online | D: By taking prerequisite courses
2023.06.set2,3,A,B,CD,0.154,AB,0.092,0.061,False,,,,A: It is groundbreaking | B: It is long-lasting | C: It is immaterial | D: It is immortal
2023.06.set2,4,A,C,CD,0.039,AC,0.032,0.007,True,D,False,False,A: Economics | B: Philosophy | C: Computer science | D: Western art
2023.06.set2,5,A,C,AB,0.097,CD,0.058,0.040,False,,,,A: He has occasionally been harassed by his fans | B: He has been guarded by a discreet assistant | C: He is well known to the public | D: He is a famous football coach
2023.06.set2,6,A,A,AB,0.052,AD,0.029,0.023,True,B,False,True,A: Serve as a personal assistant | B: Play a key role in Real Madrid | C: Run common daily chores for the woman | D: Help promote Mr. Sanchez's public profile
2023.06.set2,7,A,D,CD,0.374,BD,0.179,0.196,True,C,False,False,A: He is honest and always tells the truth | B: He once worked part-time in university | C: He cares little about his working hours | D: He has little previous work experience
2023.06.set2,8,A,B,AD,0.113,AC,0.063,0.051,False,,,,A: He has a strong ability to connect with people | B: He has a high proficiency in several languages | C: He has a sound knowledge of sports consultancy | D: He has a natural capacity to cooperate with others
2023.06.set2,9,B,D,AC,0.482,BD,0.067,0.416,False,,,,A: They bring more benefits to young people | B: They require less supervision and training | C: They are more suitable to young people | D: They have fewer rules and pressures
2023.06.set2,10,B,C,CD,0.178,AD,0.162,0.015,True,D,True,True,A: They prevent kids from enjoying adventure sports | B: They help kids guard against any possible injuries | C: They rob kids of the chance to cultivate their courage | D: They deprive kids of the opportunity to develop team spirit
2023.06.set2,11,B,B,AD,0.225,CD,0.215,0.010,False,,,,A: Help them take up these sports when they are more mature | B: Let them participate in some less risky outdoor activities | C: Ask them to try some forms of indoor sports | D: Introduce them to these sports step by step
2023.06.set2,12,B,C,BC,0.140,BD,0.123,0.018,True,B,False,False,A: Consumers often have a craving for the latest model | B: Such products tend to comprise parts that are irreplaceable | C: Tech firms intentionally design products to have short lifespans | D: Manufacturers use effective strategies to promote fancier products
2023.06.set2,13,B,B,AC,0.271,AD,0.269,0.002,False,,,,A: Indicate the competitiveness of their products | B: List a repairability score of their products | C: Specify the major parts of their products | D: Detail the life cycle of their products
2023.06.set2,14,B,A,AB,0.151,BC,0.041,0.111,True,B,False,False,A: Take the initiative to reduce electronic waste | B: Take due caution in upgrading their products | C: Invest in constructing more recycling facilities | D: Substitute all toxic substances with non-toxic ones
2023.06.set2,15,B,A,BD,0.080,AC,0.050,0.030,False,,,,A: It can be solved | B: It is certain to worsen | C: It will be fixed by tech companies | D: It is unavoidable in the long run
2023.06.set2,16,C,D,CD,0.224,AB,0.221,0.003,True,C,True,True,A: How internet monitoring can be implemented | B: How to encourage productive internet surfing | C: How cyberloafing affects overall productivity | D: How to prevent employees from cyberloafing
2023.06.set2,17,C,B,AB,0.221,BC,0.152,0.069,True,A,False,False,A: Cyberloafing is a sign of workers' laziness | B: Cyberloafing may relieve employees of stress | C: Employee engagement is closely related to job satisfaction | D: Overuse of social media may lead to decline in productivity
2023.06.set2,18,C,A,BC,0.148,AB,0.043,0.105,False,,,,A: Taking mini-breaks means better job performance | B: Cyberloafing generally does more harm than good | C: Worker turnover is linked to the time allowed for cyberloafing | D: Employees who indulge in internet surfing are most likely to quit
2023.06.set2,19,C,C,AC,0.342,CD,0.336,0.007,True,A,True,True,A: There were no wooden buildings | B: There were environmental problems | C: There were no trees | D: There were few settlers
2023.06.set2,20,C,D,AB,0.272,AC,0.056,0.217,False,,,,A: He served as chairman of the Nebraska State Board of Agriculture | B: He urged the state to start the Nebraska State Gardening Society | C: He engaged himself in a large number of aesthetic projects | D: He founded a newspaper and used it to promote his ideas
2023.06.set2,21,C,B,BD,0.277,CD,0.117,0.160,True,D,True,True,"A: A special prize was awarded to Julius Morton | B: One million trees were planted throughout Nebraska | C: The state government declared it the official Arbor Day | D: Nebraska earned the nickname ""the Tree Planters State"""
2023.06.set2,22,C,D,BD,0.395,AC,0.282,0.113,True,B,True,False,"A: They spread across Europe and Asia in a few decades | B: They lived mostly in Africa for about 200,000 years | C: They preferred to live in Europe rather than in Asia | D: They moved out of Africa about 60,000 years ago"
2023.06.set2,23,C,A,BC,0.260,AC,0.191,0.069,False,,,,A: The discovery of two modern human teeth in China | B: The traces of human migration out of Africa to Asia | C: The human fossils discovered most recently in Africa | D: The Luna cave in Guangxi Zhuang Autonomous Region
2023.06.set2,24,C,A,CD,0.282,AC,0.263,0.019,False,,,,A: There must have been some reason for human migration | B: There have been changes in animals' living conditions | C: Humans adapted themselves to the environment there | D: Humans had access to abundant food sources there
2023.06.set2,25,C,C,BC,0.506,AB,0.149,0.356,True,B,False,False,A: Ho humans settled down on the Arabian Peninsula | B: When modern humans started to disperse out of Africa | C: What path modern humans took to migrate out of Africa | D: Why fresh water is so important for human survival
2023.12.set1,1,A,B,BC,0.184,AD,0.047,0.136,True,C,True,False,A: It is clear that he is expected to enjoy a healthy life | B: There is nothing wrong with his digestive system | C: There is some indication of an issue with his blood circulation | D: He doesn't know he has long been suffering from poor health
2023.12.set1,2,A,C,AC,0.245,AD,0.202,0.042,True,A,False,True,A: Mistaking symptoms of illness for stress | B: Complaining they are being overworked | C: Being unaware of the stress they are under | D: Suffering from illness without recognising it
2023.12.set1,3,A,A,AD,0.203,AB,0.171,0.031,True,D,True,True,A: Prescribe some medication for him | B: Give him another physical check-up | C: Explain to him the common consequence of stress | D: Buy some sleeping pills for him from the drugstore
2023.12.set1,4,A,D,CD,0.070,AC,0.050,0.020,True,C,True,False,A: It calls for responsible management | B: It proves to be quite profitable | C: It is remarkably promising | D: It is full of competition
2023.12.set1,5,A,A,BD,0.056,AD,0.040,0.016,False,,,,A: To avoid being in the limelight | B: To seek medical help for his injury | C: To pursue a less competitive career | D: To stay away from his hostile teammates
2023.12.set1,6,A,C,CD,0.075,BC,0.062,0.013,True,D,True,False,A: It has ups and downs | B: It proves rewarding | C: It does not last long | D: It is not so profitable
2023.12.set1,7,A,D,AD,0.079,AC,0.053,0.026,True,A,True,False,A: He was a financial advisor | B: He suffered from poor health | C: He became a basketball coach | D: He was back in the news
2023.12.set1,8,A,B,AC,0.194,CD,0.033,0.161,False,,,,A: Study issues of public health | B: Alleviate the obesity problem | C: Raise sufficient public funding | D: Train young basketball players
2023.12.set1,9,B,D,CD,0.130,BD,0.054,0.077,True,C,True,True,A: When she started teaching at Edinburgh University in Scotland | B: While she was doing her doctoral studies on American Literature | C: After publishing her first novel Behind the Scenes at the Museum | D: After winning the 1986 Woman's Own Short Story Competition
2023.12.set1,10,B,A,AC,0.076,AD,0.069,0.007,True,C,True,False,A: The themes of love and loss | B: The code of human behaviour | C: The sins and flaws of eccentrics | D: The manners of fashionable circles
2023.12.set1,11,B,C,AB,0.071,AD,0.069,0.002,False,,,,A: They are usually ignorant of complex human relations | B: They successfully imitate the manners of celebrities | C: They often get rewarded instead of being punished | D: They are generally looked down upon in society
2023.12.set1,12,B,B,AB,0.076,BD,0.067,0.009,True,A,False,True,A: It is what members use to alleviate tension in a team | B: It is what employers are increasingly seeking after | C: It is conducive to getting over a recession | D: It is necessary for learning a new task
2023.12.set1,13,B,A,AD,0.044,BC,0.030,0.014,True,D,True,False,A: Make better choices | B: Follow innovative ideas | C: Achieve recognition duly | D: Accumulate work experience
2023.12.set1,14,B,D,CD,0.329,AB,0.201,0.128,True,C,True,True,A: Workers show more emotional intelligence | B: Workers use brains more than muscles | C: People usually work flexible hours | D: People often work in teams
2023.12.set1,15,B,C,AC,0.039,AB,0.035,0.004,True,A,False,False,A: Leave the group as soon as possible | B: Anticipate setbacks well in advance | C: Decide on new priorities speedily | D: Stick to original goals confidently
2023.12.set1,16,C,A,CD,0.061,AB,0.038,0.022,False,,,,A: What differentiates people from animals | B: Why philosophers disagree with scientists | C: Where humans' great cognitive capacity originates | D: When being creative becomes a biological mandate
2023.12.set1,17,C,D,CD,0.297,AB,0.072,0.224,True,C,True,False,A: It is what tells apart two adjacent generations | B: It is what sharpens our appetite for novelty | C: It is something only geniuses can achieve | D: It is something every human being can do
2023.12.set1,18,C,C,BC,0.152,AB,0.058,0.095,True,B,False,False,A: It seeks inspiration for novel inventions | B: It constantly absorbs new information | C: It uses existing ideas to create new ones | D: It repeats precedent on a regular basis
2023.12.set1,19,C,A,AD,0.303,CD,0.215,0.087,True,D,True,True,A: Dogs know when their owners are not feeling well | B: Dogs have the cognition for telling right from wrong | C: Dogs have an aptitude for developing skills to interact with humans | D: Dogs know when their human companions can no longer stand them
2023.12.set1,20,C,D,CD,0.214,AD,0.176,0.038,True,C,True,False,A: They can readily detect different ill smells of viruses | B: They can easily tell what bacteria cause odor change | C: They are particularly sensitive to strange smells | D: They have an extremely powerful sense of smell
2023.12.set1,21,C,B,BD,0.189,AD,0.184,0.005,True,D,True,False,A: It can ensure owners suffer fewer chronic diseases | B: It can benefit owners both physically and mentally | C: It can reduce owners' risk of getting cancer or diabetes | D: It can alert owners to the seriousness of their conditions
2023.12.set1,22,C,B,BD,0.278,AB,0.102,0.176,True,D,False,False,"A: Crack down on courses like science, technology, engineering and math | B: Restrict the ability of creative arts courses to recruit new students | C: Look at how to reform technical and vocational education | D: Ensure creative arts students get better value for money"
2023.12.set1,23,C,A,AC,0.072,CD,0.045,0.027,True,C,False,False,A: Seemingly reasonable | B: Clearly well-grounded | C: Extremely irrational | D: Apparently simplistic
2023.12.set1,24,C,C,AD,0.073,AB,0.069,0.003,False,,,,"A: A high proportion of them haven't tried to save money | B: Most of them never hope to buy a house or to retire | C: Forty percent of them earn less than ￡25,000 a year | D: The majority of them have fairly well-paying jobs"
2023.12.set1,25,C,B,BD,0.222,AB,0.047,0.175,True,D,True,True,A: The context of a bank balance | B: Britain's economy as a whole | C: The specific degree a student earns | D: Britain's defective educational system
2023.12.set2,1,A,D,CD,0.201,AD,0.069,0.132,True,C,True,False,A: Renting a car instead of driving their own | B: Surfing online to check out the best deals | C: Exploring more summer holiday resorts | D: Spending their holidays in a novel way
2023.12.set2,2,A,A,CD,0.071,AD,0.047,0.024,False,,,,A: He once owned a van | B: He was well travelled | C: He did not find holiday homes appealing | D: He did not like to be locked into one place
2023.12.set2,3,A,D,AD,0.050,BC,0.050,0.000,True,A,False,True,A: Ensure the safety of passengers | B: Drive under any weather condition | C: Receive instructions via computers | D: Generate their own electricity
2023.12.set2,4,A,B,CD,0.152,AD,0.140,0.011,False,,,,A: Having one's basic needs covered while away from home | B: Enjoying the freedom to choose where to go and work | C: Slowing down in one's increasingly hectic life | D: Riding one's mountain bike on vacation
2023.12.set2,5,A,B,BD,0.167,BC,0.059,0.108,True,D,True,True,A: She has missed several important appointments lately | B: Her job performance has worsened over the past month | C: She has lagged behind most of her co-workers in output | D: Her physical health has deteriorated these past few weeks
2023.12.set2,6,A,A,AB,0.041,AC,0.038,0.003,True,B,True,False,A: Serious health issues | B: Disturbance of her mind | C: Some problems at home | D: Penalty for curtailed output
2023.12.set2,7,A,A,AB,0.271,CD,0.068,0.203,True,B,True,False,A: The woman's work proficiency | B: The woman's whole-hearted support | C: His engaging personality | D: His management capability
2023.12.set2,8,A,C,AC,0.366,BD,0.280,0.086,True,A,False,False,A: The woman will resume her work in two weeks | B: The man will be back at his 100% in a couple of weeks | C: The woman will be off work on the next two Mondays | D: The man will help the woman get back to her usual self
2023.12.set2,9,B,B,AC,0.187,BD,0.161,0.026,False,,,,A: It can have an impact on our moods and emotions | B: It can enable us to live a healthier and longer life | C: It can improve our financial status significantly | D: It can help us achieve better work performance
2023.12.set2,10,B,D,AB,0.235,BD,0.219,0.016,False,,,,"A: One's health tends to differ before and after marriage | B: One's health status is related to one's social background | C: The wealthier one's spouse is, the healthier one becomes | D: The spouse's level of education can impact one's health"
2023.12.set2,11,B,D,CD,0.360,BD,0.108,0.252,True,C,False,True,A: They benefited a lot from their career achievements | B: They showed interest in their spouse's occupations | C: They had much in common with their spouses | D: They had more education than their spouses
2023.12.set2,12,B,B,CD,0.062,AC,0.056,0.006,False,,,,A: Eliminating their root cause | B: Forecasting flood risks accurately | C: Identifying the cities' geological features | D: Finding out the changing climate patterns
2023.12.set2,13,B,C,AD,0.211,CD,0.206,0.005,False,,,,A: To validate his hypothesis about the gravity of floods | B: To determine the frequency of high tides causing floods | C: To improve his mathematical flooding model | D: To see the feasibility of his project on flooding
2023.12.set2,14,B,C,BD,0.247,CD,0.177,0.070,False,,,,A: To study the consequences of high tides on flooded areas | B: To teach local citizens how to collect data of incoming floods | C: To forecast rapid floods in real time | D: To classify the flooding data processed
2023.12.set2,15,B,A,AD,0.073,BD,0.058,0.015,True,D,False,False,A: They set up Internet-connected water-level sensors | B: They tracked the rising tides with video-cameras | C: They used newly-developed supercomputing facilities | D: They observed the direction of water flow on the spot
2023.12.set2,16,C,A,AD,0.334,CD,0.123,0.211,True,D,True,True,A: To argue about the value of a college degree | B: To debate the validity of current survey data | C: To account for the drastic decline in employment among men | D: To compare men without college degrees with those who have
2023.12.set2,17,C,C,AB,0.184,CD,0.087,0.097,False,,,,A: The increase in women taking up jobs | B: The issue of changing job requirements | C: The factor of wages | D: The impact of inflation
2023.12.set2,18,C,D,BD,0.260,BC,0.239,0.021,True,B,True,False,A: Men's unwillingness to accept low wages in times of growing inflation | B: The wage gap between those with college degrees and those without | C: More jobs requiring their holders to have a college degree nowadays | D: The sharp decline in marriage among men with no college degrees
2023.12.set2,19,C,B,CD,0.319,AB,0.257,0.063,False,,,,A: More and more people attach importance to protecting endangered animals | B: More and more people prioritize animal welfare when buying things to wear | C: An increasing number of people demand to free animals being kept in cages | D: An increasing number of people follow the latest trend of becoming vegetarians
2023.12.set2,20,C,A,BC,0.239,CD,0.044,0.195,False,,,,A: Avoided the use of leather and fur | B: Labelled all their products as vegan | C: Refrained from using chemicals in their products | D: Utilized a silk substitute made from mushrooms
2023.12.set2,21,C,D,CD,0.307,AC,0.218,0.088,True,C,True,False,A: Whether they actually signify a substantial change | B: Whether they effectively protect animals at large | C: Whether they can be considered sustainable | D: Whether they can be regarded as ethical
2023.12.set2,22,C,A,CD,0.174,BC,0.166,0.008,False,,,,A: The era we live in is the most peaceful in history | B: The world has seen more violence in recent years | C: The environmental welfare has worsened in the world | D: The belief is less prevalent that the world is going to hell
2023.12.set2,23,C,B,AD,0.070,AC,0.066,0.004,False,,,,A: They were actually not in their right mind | B: They believed the world was deteriorating | C: They did not wish to live in the previous century | D: They were convinced by the statistics presented to them
2023.12.set2,24,C,C,CD,0.213,AB,0.057,0.155,True,D,False,False,A: The subjectivity of mass media | B: The current state of affairs | C: Our psychological biases | D: Our ancestors' influence
2023.12.set2,25,C,D,AC,0.051,CD,0.050,0.001,False,,,,A: Spreading exciting news around us far and wide | B: Vacuuming up depressing or enraging stories | C: Calculating dangerous risks to our survival | D: Paying attention to negative information
2024.12.set1,1,A,D,AB,0.060,AD,0.049,0.011,False,,,,A: Preparing for a job interview | B: Writing a work report together | C: Going through a couple of issues the company faces | D: Discussing the woman's annual performance review
2024.12.set1,2,A,D,BD,0.093,AC,0.087,0.007,True,B,True,False,A: The overall culture of the company | B: The instruction from her supervisor | C: The honesty of the manager | D: The recognition of her merits
2024.12.set1,3,A,B,BD,0.070,AB,0.069,0.002,True,D,False,False,A: Her inadequate language proficiency | B: Her inability to interact with colleagues properly | C: Her inappropriate behavior at company meetings | D: Her simplistic approach to dealing with others
2024.12.set1,4,A,C,CD,0.055,BC,0.051,0.003,True,D,False,False,A: To avoid offending the recipients | B: To show her unique writing style | C: To save time | D: To be frank
2024.12.set1,5,A,A,BC,0.049,AC,0.037,0.011,False,,,,A: Provide medical service to the community | B: Make healthcare in her hometownthe best | C: Obtain a doctoral degree in internal medicine | D: Have a profound impact on peoplearound her
2024.12.set1,6,A,A,AB,0.227,BD,0.087,0.140,True,B,True,False,A: They have constantly urged her to study hard | B: They have worked hard to finance her education | C: They have tried to create a positive learning environment | D: They have pursued the family's dreams together with her
2024.12.set1,7,A,B,AD,0.308,BD,0.073,0.235,False,,,,A: It is a key medical branch conducive to realizing her dreams | B: It connects many other specialties with its broad coverage | C: It has a long history in the man's prestigious institution | D: It is a medical branch both of her parents specialize in
2024.12.set1,8,A,C,AB,0.036,BC,0.035,0.002,False,,,,A: Problematic | B: Competitive | C: Inconsistent | D: Trustworthy. 试 题 册 - 2024年 12 月 六 级 真 题 ( 一 ) 1
2024.12.set1,9,B,D,AD,0.136,CD,0.076,0.060,True,A,True,True,A: To prevent hackers from cracking our secret codes | B: To show that all the guidelines are being followed | C: To provide evidence that passwords are forgotten | D: To convince our computer that we are human
2024.12.set1,10,B,B,BC,0.203,CD,0.042,0.162,True,C,True,False,A: Put an end to the hacking phenomenon | B: Help people remember their passwords | C: Reduce the intricacy of the password itself | D: Explain the need for different email accounts
2024.12.set1,11,B,D,AD,0.158,AC,0.068,0.090,True,A,True,False,A: Innovate technologies to ensure the safety of users5 accounts | B: Provide incentives for the application of creative passwords | C: Explore the possibility of using simpler secret codes | D: Take steps to encourage users to log in more often
2024.12.set1,12,B,C,CD,0.070,AB,0.061,0.009,True,D,False,False,A: Her work no longer interested her | B: Her training app did not fit her | C: Her fitness fell into a slump | D: Her business deteriorated
2024.12.set1,13,B,B,AC,0.132,BD,0.049,0.082,False,,,,A: Help users keep track of their fitness levels | B: Design personalised training programmes | C: Strengthen ties among users worldwide | D: Select well-qualified human coaches
2024.12.set1,14,B,A,AC,0.090,BD,0.072,0.018,True,C,True,False,A: They are never repeated | B: They help enrich her life | C: They are of no extreme intensity | D: They keep her focused on her goal
2024.12.set1,15,B,A,AB,0.212,CD,0.138,0.074,True,B,True,False,A: They will not be able to take the placeof human personal trainers | B: They will not be able to comprehend some of the profiles users put in | C: They cannot lead to optimal results with their mathematical approach | D: They cannot match humans in arranging meticulous workout schedules
2024.12.set1,16,C,C,BD,0.291,AC,0.285,0.006,False,,,,A: All societies are built upon the cornerstones of basic values | B: Everyone everywhere demonstrates seven character traits | C: All societies are kept together by seven basic moral rules | D: Everyone everywhere shares a universal moral standard
2024.12.set1,17,C,B,BD,0.305,BC,0.238,0.067,True,D,False,False,A: Ascertain whether deferring to authority was confined to right-wing people | B: Find out whether different societies had different versions of morality | C: Make clear whether all societies faced the same moral issues | D: Find out whether left-wing people still had a group loyalty
2024.12.set1,18,C,D,CD,0.112,AB,0.045,0.067,True,C,False,False,A: Make independent descriptions of cultures around the world | B: Strive to understand the basic differences between peoples | C: Appreciate the foundational value of the existing data | D: Carry out systematic field studies to gather new data. 试 题 册 ・2024年 12 月 六 级 真 题 ( 一 ) 2
2024.12.set1,19,C,A,AC,0.175,BC,0.159,0.017,True,C,False,False,A: They might be the most important part of our eating experience | B: They can activate our brain functions in a most direct fashion | C: They can be viewed as the windows to our soul | D: They could mislead us in more ways than one
2024.12.set1,20,C,D,AC,0.164,CD,0.164,0.000,False,,,,A: It attracts food companies5 growing attention | B: It adversely impacts one's eating experience | C: It invariably determines how food sells | D: It changes the way people taste food
2024.12.set1,21,C,B,AD,0.067,BC,0.039,0.028,False,,,,A: Enhance the taste | B: Make predictions | C: Identify distinct flavors | D: Enrich the eating experience
2024.12.set1,22,C,C,AB,0.074,CD,0.038,0.037,False,,,,A: Social status | B: Financial resources | C: Meaning | D: Happiness
2024.12.set1,23,C,C,CD,0.235,AD,0.187,0.048,True,D,False,False,A: Their effect on people's happiness has long been overstated | B: Their influence on people's life varies with social contexts | C: They can affect people's experience of meaning | D: They can ensure people's overall well-being
2024.12.set1,24,C,D,AC,0.131,CD,0.058,0.073,False,,,,A: It used questions totally different from those in their first study | B: It focused on the sense of meaning of French participants | C: It analysed cases from a daily poll of US residents | D: It examined data collected from multiple countries
2024.12.set1,25,C,A,CD,0.105,AB,0.075,0.031,False,,,,A: They might have more access to external sources of happiness | B: They might focus on an individual sense of satisfaction or meaning | C: They might be less easily affected by a community's overall feeling | D: They might be less adversely impacted by failure to achieve a purpose
2024.12.set2,1,A,A,BC,0.074,AC,0.073,0.001,False,,,,A: Changing his major | B: His family situation | C: Revising his graduation thesis | D: His passion for Art History
2024.12.set2,2,A,C,AC,0.318,BD,0.211,0.107,True,A,True,False,A: He doesn't think it legitimate to depend on his father | B: He thinks his financial situation has now changed | C: He doesn't think it will provide him with a living | D: He thinks it nourishes the financially secure only
2024.12.set2,3,A,A,AC,0.144,AD,0.054,0.090,True,C,True,False,A: Try his best to socialize and build a network in the art industry | B: Seek financially viable employment opportunities after graduation | C: Investigate all possible ways to become a celebrity in the art world | D: Strike a balance between intellectual pursuits and financial security
2024.12.set2,4,A,B,BD,0.079,AB,0.044,0.034,True,D,True,False,A: Money | B: Time | C: Determination | D: Optimism
2024.12.set2,5,A,D,CD,0.056,AB,0.053,0.003,True,C,False,True,A: Their decision on investigating beef consumption | B: Their original ideas about the domestic market | C: Their different approaches to a case study | D: Their end-of-semester business projects
2024.12.set2,6,A,C,BD,0.062,AB,0.050,0.012,False,,,,A: Expanding farmland out west | B: Importing most of the beef | C: Raising cattle domestically | D: Continuing to boost economic growth
2024.12.set2,7,A,D,AD,0.033,BD,0.019,0.014,True,A,True,False,A: Technical equipment | B: Business consultancy | C: Beef | D: Car washing
2024.12.set2,8,A,B,CD,0.051,AC,0.047,0.004,False,,,,A: Car owners of all walks of life | B: High-end customers in big cities | C: Consumers craving for professional service | D: Well-off dealers seeking a profitable markup. 试 题 册 - 2024年 12 月六级真题( 二) 9
2024.12.set2,9,B,A,AC,0.144,AD,0.131,0.012,True,C,False,False,A: Parents' talking with them during TV time raises their curiosity levels | B: Their daily television exposure cuts parent-child conversation time | C: The more TV they watch the poorer their progress in development | D: Their socioeconomic levels impact their academic achievement
2024.12.set2,10,B,B,BD,0.251,BC,0.231,0.020,True,D,True,False,"A: Kids, enhanced learning | B: Kids' curiosity levels | C: Kids' reading and math | D: Kids' behavioral development"
2024.12.set2,11,B,B,AD,0.182,AB,0.074,0.108,False,,,,A: It can hinder kids from getting on with their peers | B: It can cut into kids' time on exploratory activities | C: It can arouse kidsJ interest in how people interact in real life | D: It can widen the gap between kids from different economic statuses
2024.12.set2,12,B,D,BC,0.063,BD,0.061,0.002,False,,,,A: Exerting ourselves too hard in order to attain our life's goals | B: Being possessed with a single thought of professional success | C: Trying every means to beat others in terms of personal aspirations | D: Being mindlessly driven to possess more and more material things
2024.12.set2,13,B,C,AD,0.260,BD,0.171,0.089,False,,,,A: We might isolate ourselves from our fellow beings | B: We might acquire an incorrect sense of well-being | C: We might end up pursuing all the wrong things | D: We might make a mess of our personal lives
2024.12.set2,14,B,C,CD,0.093,AD,0.084,0.008,True,D,False,False,A: They should be based on solid theoretical concepts | B: They should take personal interests into account | C: They should include goals to help other people | D: They should increase our sense of worthiness
2024.12.set2,15,B,A,AC,0.215,BC,0.065,0.150,True,C,True,False,A: Drifting through life aimlessly | B: Giving up the chance to fulfill yourself | C: Abandoning all that life has to offer | D: Spoiling your character and integrity
2024.12.set2,16,C,D,AD,0.075,BC,0.053,0.022,True,A,False,False,A: Grade-raising ways and means | B: Pressure-alleviating exercise | C: Revision-conducting approaches | D: Brain-boosting food and drink
2024.12.set2,17,C,C,CD,0.074,AC,0.067,0.007,True,D,True,False,A: Buying it from coffee shops | B: Building up a tolerance of it | C: Drinking it after 2 pm | D: Consuming it with sugar
2024.12.set2,18,C,B,AB,0.066,CD,0.064,0.001,True,A,True,False,A: By taking varied vitamin supplements | B: By consuming a rich variety of foods | C: By eating both oranges and frozen berries | D: By getting components packaged in tablets
2024.12.set2,19,C,A,AD,0.194,AB,0.179,0.015,True,D,False,False,A: Many people across advanced economies think the world is going from bad to worse | B: The news focuses on reporting catastrophes that occur across the world. 二) 10 试 题 册 ・2024年 12 月六级真题( | C: A significant part of the world is experiencing another great recession | D: Many people have no idea of those living under miserable conditions
2024.12.set2,20,C,C,CD,0.182,AD,0.074,0.108,True,D,False,False,A: It has experienced ups and downs like any other historical trend | B: It is hailed as a miracle by both economists and ordinary people | C: It is the only way for all countries to share economic prosperity | D: It has given more and more countries a rare chance to thrive
2024.12.set2,21,C,B,CD,0.051,AD,0.043,0.008,False,,,,A: Their fortunes may take a downturn | B: They can be classified as middle class | C: Their living standards have been deteriorating | D: They are experiencing a radical transformation
2024.12.set2,22,C,A,AB,0.187,AC,0.174,0.012,True,B,False,False,A: Why smells can activate emotional memories | B: How powerful the sense of smell can become | C: How scent particles revive memories forgotten | D: Why the scent of bread has a strong mental impact
2024.12.set2,23,C,D,BC,0.231,AD,0.206,0.025,False,,,,"A: The brain cells, processing of memories experienced as strongly emotional | B: The activation of the brain's emotion processing area by chemical particles | C: The interaction between chemical particles and the brain cells responsible for smell | D: The sensations of scents going directly to the brain's emotional and memory centers"
2024.12.set2,24,C,D,AB,0.095,BD,0.033,0.061,False,,,,A: Imagination | B: Association | C: Experience | D: Context
2024.12.set2,25,C,A,CD,0.058,AC,0.050,0.008,False,,,,A: Inaccuracy and alterability | B: Susceptibility to polar interpretations | C: Being personal and individualistic | D: Being dependent on relevant scenarios
2024.06.set1,1,A,B,AD,0.054,AC,0.044,0.010,False,,,,A: Reply to the man's last proposal within a short time | B: Sign the agreement if one small change is made to it | C: Make a sponsorship deal for her client at the meeting | D: Give the man some good news regarding the contract
2024.06.set1,2,A,A,AC,0.106,BC,0.087,0.019,True,C,True,True,A: They are becoming impatient | B: They are afraid time is running out | C: They are used to making alterations | D: They are concerned about the details
2024.06.set1,3,A,C,BC,0.051,AD,0.050,0.001,True,B,True,True,A: To prevent geographical discrimination | B: To tap the food and beverage market | C: To avoid any conflict of interest | D: To reduce unfair competition
2024.06.set1,4,A,C,CD,0.286,AC,0.255,0.030,True,D,False,False,A: It is a potential market for food and beverage | B: It is very attractive for real estate developers | C: It is a negligible market for his company | D: It is very different from other markets
2024.06.set1,5,A,A,BC,0.188,AD,0.101,0.087,False,,,,A: They are thrilled by a rare astronomic phenomenon | B: They are celebrating a big event on mountain tops | C: They are enthusiastic about big science-related stories | D: They are joined by astronomers all across North America
