key,original_file,question,section,raw_options
2023.03.set1,2023.03英语六级真题第1套.pdf,25,C,25. A) Attracting sufficient investment. C) Avoiding too much advertising early on. B) Creating an exotic corporate culture. D) Refraining from promoting similar products.
2023.06.set1,2023.06英语六级真题第1套.pdf,1,A,1. A) It was spacious and tranquil. C) It was shabby and solitary. B) It was warm and comfortable. D) It was tiny and noisy.
2023.06.set1,2023.06英语六级真题第1套.pdf,2,A,2. A) She no longer hates people talking loudly in the dorm. B) She misses her roommates she used to complain about. C) She begins to enjoy the movies she once found irritating. D) She finds the crowded dorm as cozy as her new apartment.
2023.06.set1,2023.06英语六级真题第1套.pdf,3,A,3. A) He found the apartment perfectly furnished. C) He had a similar feeling to the woman's. B) He had a feeling of despair and frustration. D) He felt the new place was like paradise.
2023.06.set1,2023.06英语六级真题第1套.pdf,4,A,4. A) Go to see the woman's apartment. C) Buy some furniture for the woman. B) Make a phone call to his parents. D) Decorate the woman's apartment. Questions 5 to 8 are based on the conversation you have just heard.
2023.06.set1,2023.06英语六级真题第1套.pdf,5,A,5. A) He works as a literary critic. C) He has initiated a university reform. B) He hosts an educational program. D) He has published a book recently.
2023.06.set1,2023.06英语六级真题第1套.pdf,6,A,6. A) It fails to keep up with the radical changes of society. B) It fails to ensure universities get sufficient resources. C) It has not prepared young people for the job market. D) It has not fostered the growth of the arts disciplines.
2023.06.set1,2023.06英语六级真题第1套.pdf,7,A,7. A) More of the budget should go to science and technology. B) The underfunded music discipline should be prioritized. C) Subdisciplines like sculpture should get more funding. D) Literature should get as much funding as engineering.
2023.06.set1,2023.06英语六级真题第1套.pdf,8,A,"8. A) Build a prosperous nation. C) Create ingenious artists. B) Make skilled professionals. D) Cultivate better citizens. Section B Directions: In this section, you will hear two passages. At the end of each passage, you will hear three or four questions. Both the passage and the questions will be spoken only once. After you hear a question, you must choose the best answer from the four choices marked A), B), C) and D). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 9 to 11 are based on the passage you have just heard."
2023.06.set1,2023.06英语六级真题第1套.pdf,9,B,9. A) It is quite common. C) It seldom annoys people. B) It is rarely noticed. D) It occurs when one is alone.
2023.06.set1,2023.06英语六级真题第1套.pdf,10,B,10. A) Seeing things in black and white. B) Engaging in regular contemplation. 2023 年 6 月英语六级真题第 1 套 第 1 页，共 8 页 C) Having a special understanding of creativity. D) Knowing how to make their mental batteries work.
2023.06.set1,2023.06英语六级真题第1套.pdf,11,B,11. A) Engaging in intense activity. C) Working on a particular project. B) Fantasizing in one's down time. D) Reflecting during one's relaxation. Questions 12 to 15 are based on the passage you have just heard.
2023.06.set1,2023.06英语六级真题第1套.pdf,12,B,12. A) Farmers helped Native Americans grow crops. C) There existed post offices. B) There were expansive university campuses. D) Migrants found gold there.
2023.06.set1,2023.06英语六级真题第1套.pdf,13,B,13. A) It helped to boost the economy in the American West. B) It provided job opportunities for many gold seekers. C) It extended the influence of the federal government. D) It kept people in the deserts and plains connected.
2023.06.set1,2023.06英语六级真题第1套.pdf,14,B,14. A) It employed Native Americans to work as postmen. B) It commissioned private wagons to carry the mail. C) It subsidized the locals who acted as postmasters. D) It centralized postal services in its remote areas.
2023.06.set1,2023.06英语六级真题第1套.pdf,15,B,"15. A) He analyzed interactive maps of mail routes. B) He read a large collection of books on the topic. C) He examined its historical trends with data science. D) He collected data about its impact on local business. Section C Directions: In this section, you will hear three recordings of lectures or talks followed by three or four questions. The recordings will be played only once. After you hear a question, you must choose the best answer from the four choices marked A), B), C) and D). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 16 to 18 are based on the recording you have just heard."
2023.06.set1,2023.06英语六级真题第1套.pdf,16,C,16. A) Higher levels of anxiety may improve people's memory. B) Some experiences are easier to remember than others. C) Most people tend to remember things selectively. D) Simple things may leave a deep impression on one's memory.
2023.06.set1,2023.06英语六级真题第1套.pdf,17,C,17. A) They classified the participants' mindset. B) They showed some photos to the participants. C) They measured the participants' anxiety levels. D) They tested the size of the participants' vocabulary.
2023.06.set1,2023.06英语六级真题第1套.pdf,18,C,18. A) Anxiety has become a serious problem for an increasing number of people. B) Extreme levels of anxiety can adversely affect cognitive performance. C) People diagnosed with anxiety disorder may forget things selectively. D) There is no direct correlation between memory and levels of anxiety. Questions 19 to 21 are based on the recording you have just heard.
2023.06.set1,2023.06英语六级真题第1套.pdf,19,C,19. A) They compare products from different companies before making a choice. B) They get information from other consumers' postings and comments. C) They lose patience when their phone call is no promptly answered. D) They expect to get instantaneous responses to their inquiry.
2023.06.set1,2023.06英语六级真题第1套.pdf,20,C,20. A) Giving them rewards on the spot. C) Speaking directly to their emotions. B) Broadening their scope of interest. D) Focusing on the details of the product.
2023.06.set1,2023.06英语六级真题第1套.pdf,21,C,"21. A) Change the rules of the game in the market every year. B) Keep up with the latest technological developments. 2023 年 6 月英语六级真题第 1 套 第 2 页，共 8 页 C) Learn from technological innovators to do business. D) Make greater efforts to build up consumers’ confidence. Questions 22 to 25 are based on the recording you have just heard,"
2023.06.set1,2023.06英语六级真题第1套.pdf,22,C,22. A) People have only one social engagement per week. B) Working together enhances friendship. C) Few people have devoted friends. D) Friendships benefit work.
2023.06.set1,2023.06英语六级真题第1套.pdf,23,C,23. A) The impact of friends on people's self-esteem. B) How supportive friends can be in the workplace. C) How to boost one's sense of value and worthiness. D) The role of family ties in people's mental well-being.
2023.06.set1,2023.06英语六级真题第1套.pdf,24,C,24. A) They show little interest in their friends' work. B) They tend to be much more difficult to make. C) They are more trustworthy and reliable. D) They increase people's job satisfaction.
2023.06.set1,2023.06英语六级真题第1套.pdf,25,C,25. A) Allow employees to have a flexible work schedule. B) Encourage employees to be friends with colleagues. C) Help employees balance work and family responsibilities. D) Organize activities to nourish friendships outside of work.
2023.06.set2,2023.06英语六级真题第2套.pdf,1,A,1. A) She is attracted to the beauty of modern buildings. B) She is preoccupied with her dream to be an architect. C) She is influenced by her father who teaches architecture. D) She is drawn to its integration of design and engineering.
2023.06.set2,2023.06英语六级真题第2套.pdf,2,A,2. A) Through hard work. C) By studying the subject online. B) With the professor's help. D) By taking prerequisite courses.
2023.06.set2,2023.06英语六级真题第2套.pdf,3,A,3. A) It is groundbreaking. B) It is long-lasting. C) It is immaterial. D) It is immortal.
2023.06.set2,2023.06英语六级真题第2套.pdf,4,A,4. A) Economics. C) Computer science. B) Philosophy. D) Western art. Questions 5 to 8 are based on the conversation you have just heard.
2023.06.set2,2023.06英语六级真题第2套.pdf,5,A,5. A) He has occasionally been harassed by his fans. B) He has been guarded by a discreet assistant. C) He is well known to the public. D) He is a famous football coach.
2023.06.set2,2023.06英语六级真题第2套.pdf,6,A,6. A) Serve as a personal assistant. C) Run common daily chores for the woman. B) Play a key role in Real Madrid. D) Help promote Mr. Sanchez's public profile.
2023.06.set2,2023.06英语六级真题第2套.pdf,7,A,7. A) He is honest and always tells the truth. C) He cares little about his working hours. B) He once worked part-time in university. D) He has little previous work experience.
2023.06.set2,2023.06英语六级真题第2套.pdf,8,A,"8. A) He has a strong ability to connect with people. B) He has a high proficiency in several languages. C) He has a sound knowledge of sports consultancy. D) He has a natural capacity to cooperate with others. Section B Directions: In this section, you will hear two passages. At the end of each passage, you will hear three or four questions. Both the passage and the questions will be spoken only once. After you hear a question, you must choose the best answer from the four choices marked A), B), C) and D). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 9 to 11 are based on the passage you have just heard."
2023.06.set2,2023.06英语六级真题第2套.pdf,9,B,9. A) They bring more benefits to young people. C) They are more suitable to young people. B) They require less supervision and training. D) They have fewer rules and pressures.
2023.06.set2,2023.06英语六级真题第2套.pdf,10,B,10. A) They prevent kids from enjoying adventure sports. 2023 年 6 月英语六级真题第 2 套 第 1 页，共 8 页 B) They help kids guard against any possible injuries. C) They rob kids of the chance to cultivate their courage. D) They deprive kids of the opportunity to develop team spirit.
2023.06.set2,2023.06英语六级真题第2套.pdf,11,B,11. A) Help them take up these sports when they are more mature. B) Let them participate in some less risky outdoor activities. C) Ask them to try some forms of indoor sports. D) Introduce them to these sports step by step. Questions 12 to 15 are based on the passage you have just heard.
2023.06.set2,2023.06英语六级真题第2套.pdf,12,B,12. A) Consumers often have a craving for the latest model. B) Such products tend to comprise parts that are irreplaceable. C) Tech firms intentionally design products to have short lifespans. D) Manufacturers use effective strategies to promote fancier products.
2023.06.set2,2023.06英语六级真题第2套.pdf,13,B,13. A) Indicate the competitiveness of their products. B) List a repairability score of their products. C) Specify the major parts of their products. D) Detail the life cycle of their products.
2023.06.set2,2023.06英语六级真题第2套.pdf,14,B,14. A) Take the initiative to reduce electronic waste. B) Take due caution in upgrading their products. C) Invest in constructing more recycling facilities. D) Substitute all toxic substances with non-toxic ones.
2023.06.set2,2023.06英语六级真题第2套.pdf,15,B,"15. A) It can be solved. C) It will be fixed by tech companies. B) It is certain to worsen. D) It is unavoidable in the long run. Section C Directions: In this section, you will hear three recordings of lectures or talks followed by three or four questions. The recordings will be played only once. After you hear a question, you must choose the best answer from the four choices marked A), B), C) and D). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 16 to 18 are based on the recording you have just heard."
2023.06.set2,2023.06英语六级真题第2套.pdf,16,C,16. A) How internet monitoring can be implemented. C) How cyberloafing affects overall productivity. B) How to encourage productive internet surfing. D) How to prevent employees from cyberloafing.
2023.06.set2,2023.06英语六级真题第2套.pdf,17,C,17. A) Cyberloafing is a sign of workers' laziness. B) Cyberloafing may relieve employees of stress. C) Employee engagement is closely related to job satisfaction. D) Overuse of social media may lead to decline in productivity.
2023.06.set2,2023.06英语六级真题第2套.pdf,18,C,"18. A) Taking mini-breaks means better job performance. B) Cyberloafing generally does more harm than good. C) Worker turnover is linked to the time allowed for cyberloafing. D) Employees who indulge in internet surfing are most likely to quit. Questions 19 to 21 are based on the recording you have just heard,"
2023.06.set2,2023.06英语六级真题第2套.pdf,19,C,19. A) There were no wooden buildings. C) There were no trees. B) There were environmental problems. D) There were few settlers.
2023.06.set2,2023.06英语六级真题第2套.pdf,20,C,20. A) He served as chairman of the Nebraska State Board of Agriculture. B) He urged the state to start the Nebraska State Gardening Society. C) He engaged himself in a large number of aesthetic projects. D) He founded a newspaper and used it to promote his ideas. 2023 年 6 月英语六级真题第 2 套 第 2 页，共 8 页
2023.06.set2,2023.06英语六级真题第2套.pdf,21,C,"21. A) A special prize was awarded to Julius Morton. B) One million trees were planted throughout Nebraska. C) The state government declared it the official Arbor Day. D) Nebraska earned the nickname ""the Tree Planters State"". Questions 22 to 25 are based on the recording you have just heard."
2023.06.set2,2023.06英语六级真题第2套.pdf,22,C,"22. A) They spread across Europe and Asia in a few decades. B) They lived mostly in Africa for about 200,000 years. C) They preferred to live in Europe rather than in Asia. D) They moved out of Africa about 60,000 years ago."
2023.06.set2,2023.06英语六级真题第2套.pdf,23,C,23. A) The discovery of two modern human teeth in China. B) The traces of human migration out of Africa to Asia. C) The human fossils discovered most recently in Africa. D) The Luna cave in Guangxi Zhuang Autonomous Region.
2023.06.set2,2023.06英语六级真题第2套.pdf,24,C,24. A) There must have been some reason for human migration. B) There have been changes in animals' living conditions. C) Humans adapted themselves to the environment there. D) Humans had access to abundant food sources there.
2023.06.set2,2023.06英语六级真题第2套.pdf,25,C,25. A) Ho humans settled down on the Arabian Peninsula. B) When modern humans started to disperse out of Africa. C) What path modern humans took to migrate out of Africa. D) Why fresh water is so important for human survival.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,1,A,1. A) It is clear that he is expected to enjoy a healthy life. B) There is nothing wrong with his digestive system. C) There is some indication of an issue with his blood circulation. D) He doesn't know he has long been suffering from poor health.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,2,A,2. A) Mistaking symptoms of illness for stress. C) Being unaware of the stress they are under. B) Complaining they are being overworked. D) Suffering from illness without recognising it.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,3,A,3. A) Prescribe some medication for him. C) Explain to him the common consequence of stress. B) Give him another physical check-up. D) Buy some sleeping pills for him from the drugstore.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,4,A,4. A) It calls for responsible management. C) It is remarkably promising. B) It proves to be quite profitable. D) It is full of competition. Questions 5 to 8 are based on the conversation you have just heard.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,5,A,5. A) To avoid being in the limelight. C) To pursue a less competitive career. B) To seek medical help for his injury. D) To stay away from his hostile teammates.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,6,A,6. A) It has ups and downs. C) It does not last long. B) It proves rewarding. D) It is not so profitable.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,7,A,7. A) He was a financial advisor. C) He became a basketball coach. B) He suffered from poor health. D) He was back in the news.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,8,A,"8. A) Study issues of public health. C) Raise sufficient public funding. B) Alleviate the obesity problem. D) Train young basketball players. Section B Directions: In this section, you will hear two passages. At the end of each passage, you will hear three or four questions. Both the passage and the questions will be spoken only once. After you hear a question, you must choose the best answer from the four choices marked A), B), C) and D). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 9 to 11 are based on the passage you have just heard."
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,9,B,9. A) When she started teaching at Edinburgh University in Scotland. B) While she was doing her doctoral studies on American Literature. 2023 年 12 月英语六级真题第 1 套 第 1 页，共 9 页 C) After publishing her first novel Behind the Scenes at the Museum. D) After winning the 1986 Woman's Own Short Story Competition.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,10,B,10. A) The themes of love and loss. C) The sins and flaws of eccentrics. B) The code of human behaviour. D) The manners of fashionable circles.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,11,B,11. A) They are usually ignorant of complex human relations. B) They successfully imitate the manners of celebrities. C) They often get rewarded instead of being punished. D) They are generally looked down upon in society. Questions 12 to 15 are based on the passage you have just heard.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,12,B,12. A) It is what members use to alleviate tension in a team. B) It is what employers are increasingly seeking after. C) It is conducive to getting over a recession. D) It is necessary for learning a new task.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,13,B,13. A) Make better choices. C) Achieve recognition duly. B) Follow innovative ideas. D) Accumulate work experience.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,14,B,14. A) Workers show more emotional intelligence. C) People usually work flexible hours. B) Workers use brains more than muscles. D) People often work in teams.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,15,B,"15. A) Leave the group as soon as possible. C) Decide on new priorities speedily. B) Anticipate setbacks well in advance. D) Stick to original goals confidently. Section C Directions: In this section, you will hear three recordings of lectures or talks followed by three or four questions. The recordings will be played only once. After you hear a question, you must choose the best answer from the four choices marked A), B), C) and D). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 16 to 18 are based on the recording you have just heard."
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,16,C,16. A) What differentiates people from animals. C) Where humans' great cognitive capacity originates. B) Why philosophers disagree with scientists. D) When being creative becomes a biological mandate.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,17,C,17. A) It is what tells apart two adjacent generations. C) It is something only geniuses can achieve. B) It is what sharpens our appetite for novelty. D) It is something every human being can do.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,18,C,18. A) It seeks inspiration for novel inventions. C) It uses existing ideas to create new ones. B) It constantly absorbs new information. D) It repeats precedent on a regular basis. Questions 19 to 21 are based on the recording you have just heard.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,19,C,19. A) Dogs know when their owners are not feeling well. B) Dogs have the cognition for telling right from wrong. C) Dogs have an aptitude for developing skills to interact with humans. D) Dogs know when their human companions can no longer stand them.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,20,C,20. A) They can readily detect different ill smells of viruses. B) They can easily tell what bacteria cause odor change. C) They are particularly sensitive to strange smells. 2023 年 12 月英语六级真题第 1 套 第 2 页，共 9 页 D) They have an extremely powerful sense of smell.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,21,C,21. A) It can ensure owners suffer fewer chronic diseases. B) It can benefit owners both physically and mentally. C) It can reduce owners' risk of getting cancer or diabetes. D) It can alert owners to the seriousness of their conditions. Questions 22 to 25 are based on the recording you have just heard.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,22,C,"22. A) Crack down on courses like science, technology, engineering and math. B) Restrict the ability of creative arts courses to recruit new students. C) Look at how to reform technical and vocational education. D) Ensure creative arts students get better value for money."
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,23,C,23. A) Seemingly reasonable. C) Extremely irrational. B) Clearly well-grounded. D) Apparently simplistic.
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,24,C,"24. A) A high proportion of them haven't tried to save money. B) Most of them never hope to buy a house or to retire. C) Forty percent of them earn less than ￡25,000 a year. D) The majority of them have fairly well-paying jobs."
2023.12.set1,2023.12六级真题第1套【可复制可检索】.pdf,25,C,25. A) The context of a bank balance. C) The specific degree a student earns. B) Britain's economy as a whole. D) Britain's defective educational system.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,1,A,1. A) Renting a car instead of driving their own. C) Exploring more summer holiday resorts. B) Surfing online to check out the best deals. D) Spending their holidays in a novel way.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,2,A,2. A) He once owned a van. C) He did not find holiday homes appealing. B) He was well travelled. D) He did not like to be locked into one place.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,3,A,3. A) Ensure the safety of passengers. C) Receive instructions via computers. B) Drive under any weather condition. D) Generate their own electricity.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,4,A,4. A) Having one's basic needs covered while away from home. B) Enjoying the freedom to choose where to go and work. C) Slowing down in one's increasingly hectic life. D) Riding one's mountain bike on vacation. Questions 5 to 8 are based on the conversation you have just heard.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,5,A,5. A) She has missed several important appointments lately. B) Her job performance has worsened over the past month. C) She has lagged behind most of her co-workers in output. D) Her physical health has deteriorated these past few weeks.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,6,A,6. A) Serious health issues. C) Some problems at home. B) Disturbance of her mind. D) Penalty for curtailed output.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,7,A,7. A) The woman's work proficiency. C) His engaging personality. B) The woman's whole-hearted support. D) His management capability.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,8,A,"8. A) The woman will resume her work in two weeks. B) The man will be back at his 100% in a couple of weeks. C) The woman will be off work on the next two Mondays. D) The man will help the woman get back to her usual self. Section B Directions: In this section, you will hear two passages. At the end of each passage, you will hear three or four questions. Both the passage and the questions will be spoken only once. After you hear a question, you must choose the best answer from the four choices marked A), B), C) and D). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. 2023 年 12 月英语六级真题第 2 套 第 1 页，共 9 页 Questions 9 to 11 are based on the passage you have just heard."
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,9,B,9. A) It can have an impact on our moods and emotions. B) It can enable us to live a healthier and longer life. C) It can improve our financial status significantly. D) It can help us achieve better work performance.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,10,B,"10. A) One's health tends to differ before and after marriage. B) One's health status is related to one's social background. C) The wealthier one's spouse is, the healthier one becomes. D) The spouse's level of education can impact one's health."
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,11,B,11. A) They benefited a lot from their career achievements. B) They showed interest in their spouse's occupations. C) They had much in common with their spouses. D) They had more education than their spouses. Questions 12 to 15 are based on the passage you have just heard.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,12,B,12. A) Eliminating their root cause. C) Identifying the cities' geological features. B) Forecasting flood risks accurately. D) Finding out the changing climate patterns.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,13,B,13. A) To validate his hypothesis about the gravity of floods. B) To determine the frequency of high tides causing floods. C) To improve his mathematical flooding model. D) To see the feasibility of his project on flooding.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,14,B,14. A) To study the consequences of high tides on flooded areas. B) To teach local citizens how to collect data of incoming floods. C) To forecast rapid floods in real time. D) To classify the flooding data processed.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,15,B,"15. A) They set up Internet-connected water-level sensors. B) They tracked the rising tides with video-cameras. C) They used newly-developed supercomputing facilities. D) They observed the direction of water flow on the spot. Section C Directions: In this section, you will hear three recordings of lectures or talks followed by three or four questions. The recordings will be played only once. After you hear a question, you must choose the best answer from the four choices marked A), B), C) and D). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 16 to 18 are based on the recording you have just heard."
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,16,C,16. A) To argue about the value of a college degree. B) To debate the validity of current survey data. C) To account for the drastic decline in employment among men. D) To compare men without college degrees with those who have.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,17,C,17. A) The increase in women taking up jobs. C) The factor of wages. B) The issue of changing job requirements. D) The impact of inflation. 2023 年 12 月英语六级真题第 2 套 第 2 页，共 9 页
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,18,C,18. A) Men's unwillingness to accept low wages in times of growing inflation. B) The wage gap between those with college degrees and those without. C) More jobs requiring their holders to have a college degree nowadays. D) The sharp decline in marriage among men with no college degrees. Questions 19 to 21 are based on the recording you have just heard.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,19,C,19. A) More and more people attach importance to protecting endangered animals. B) More and more people prioritize animal welfare when buying things to wear. C) An increasing number of people demand to free animals being kept in cages. D) An increasing number of people follow the latest trend of becoming vegetarians.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,20,C,20. A) Avoided the use of leather and fur. C) Refrained from using chemicals in their products. B) Labelled all their products as vegan. D) Utilized a silk substitute made from mushrooms.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,21,C,21. A) Whether they actually signify a substantial change. C) Whether they can be considered sustainable. B) Whether they effectively protect animals at large. D) Whether they can be regarded as ethical. Questions 22 to 25 are based on the recording you have just heard.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,22,C,22. A) The era we live in is the most peaceful in history. B) The world has seen more violence in recent years. C) The environmental welfare has worsened in the world. D) The belief is less prevalent that the world is going to hell.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,23,C,23. A) They were actually not in their right mind. B) They believed the world was deteriorating. C) They did not wish to live in the previous century. D) They were convinced by the statistics presented to them.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,24,C,24. A) The subjectivity of mass media. C) Our psychological biases. B) The current state of affairs. D) Our ancestors' influence.
2023.12.set2,2023.12六级真题第2套【可复制可检索】.pdf,25,C,25. A) Spreading exciting news around us far and wide. C) Calculating dangerous risks to our survival. B) Vacuuming up depressing or enraging stories. D) Paying attention to negative information.
2024.12.set1,2024.12六级真题第1套.pdf,1,A,1. A) Preparing for a job interview. B) Writing a work report together. C) Going through a couple of issues the company faces. D) Discussing the woman's annual performance review.
2024.12.set1,2024.12六级真题第1套.pdf,2,A,2. A) The overall culture of the company. C) The honesty of the manager. B) The instruction from her supervisor. D) The recognition of her merits.
2024.12.set1,2024.12六级真题第1套.pdf,3,A,3. A) Her inadequate language proficiency. B) Her inability to interact with colleagues properly. C) Her inappropriate behavior at company meetings. D) Her simplistic approach to dealing with others.
2024.12.set1,2024.12六级真题第1套.pdf,4,A,4. A) To avoid offending the recipients. C) To save time. B) To show her unique writing style. D) To be frank. Questions 5 to 8 are based on the conversation you have just heard.
2024.12.set1,2024.12六级真题第1套.pdf,5,A,5. A) Provide medical service to the community. C) Obtain a doctoral degree in internal medicine. B) Make healthcare in her hometownthe best. D) Have a profound impact on peoplearound her.
2024.12.set1,2024.12六级真题第1套.pdf,6,A,6. A) They have constantly urged her to study hard. B) They have worked hard to finance her education. C) They have tried to create a positive learning environment. D) They have pursued the family's dreams together with her.
2024.12.set1,2024.12六级真题第1套.pdf,7,A,7. A) It is a key medical branch conducive to realizing her dreams. B) It connects many other specialties with its broad coverage. C) It has a long history in the man's prestigious institution. D) It is a medical branch both of her parents specialize in.
2024.12.set1,2024.12六级真题第1套.pdf,8,A,"8. A) Problematic. C) Inconsistent. B) Competitive. D) Trustworthy. 试 题 册 - 2024年 12 月 六 级 真 题 ( 一 ) 1 Section B Directions ：In this section, you will hear two passages. A t the end o f each passage, you will hear three or four questions. Both the passage and the questions will be spoken only once. After you hear a question，you must choose the best answer from the four choices marked A ), B ), C ) and D ). Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 9 to 11 are based on the passage you have just heard."
2024.12.set1,2024.12六级真题第1套.pdf,9,B,9. A) To prevent hackers from cracking our secret codes. B) To show that all the guidelines are being followed. C) To provide evidence that passwords are forgotten. D) To convince our computer that we are human.
2024.12.set1,2024.12六级真题第1套.pdf,10,B,10. A) Put an end to the hacking phenomenon. C) Reduce the intricacy of the password itself. B) Help people remember their passwords. D) Explain the need for different email accounts.
2024.12.set1,2024.12六级真题第1套.pdf,11,B,11. A) Innovate technologies to ensure the safety of users5 accounts. B) Provide incentives for the application of creative passwords. C) Explore the possibility of using simpler secret codes. D) Take steps to encourage users to log in more often. Questions 12 to 15 are based on the passage you have just heard.
2024.12.set1,2024.12六级真题第1套.pdf,12,B,12. A) Her work no longer interested her. C) Her fitness fell into a slump. B) Her training app did not fit her. D) Her business deteriorated.
2024.12.set1,2024.12六级真题第1套.pdf,13,B,13. A) Help users keep track of their fitness levels. C) Strengthen ties among users worldwide. B) Design personalised training programmes. D) Select well-qualified human coaches.
2024.12.set1,2024.12六级真题第1套.pdf,14,B,14. A) They are never repeated. C) They are of no extreme intensity. B) They help enrich her life. D) They keep her focused on her goal.
2024.12.set1,2024.12六级真题第1套.pdf,15,B,"15. A) They will not be able to take the placeof human personal trainers. B) They will not be able to comprehend some of the profiles users put in. C) They cannot lead to optimal results with their mathematical approach. D) They cannot match humans in arranging meticulous workout schedules. Section C Directions ：In this section, you will hear three recordings o f lectures or talks followed by three or four questions. The recordings will be played only once. After you hear a question, you must choose the best answer from the four choices marked A ) , B ) , C) and D ) . Then mark the corresponding letter on Answer Sheet 1 with a single line through the centre. Questions 16 to 18 are based on the recording you have just heard."
2024.12.set1,2024.12六级真题第1套.pdf,16,C,16. A) All societies are built upon the cornerstones of basic values. B) Everyone everywhere demonstrates seven character traits. C) All societies are kept together by seven basic moral rules. D) Everyone everywhere shares a universal moral standard.
2024.12.set1,2024.12六级真题第1套.pdf,17,C,17. A) Ascertain whether deferring to authority was confined to right-wing people. B) Find out whether different societies had different versions of morality. C) Make clear whether all societies faced the same moral issues. D) Find out whether left-wing people still had a group loyalty.
2024.12.set1,2024.12六级真题第1套.pdf,18,C,18. A) Make independent descriptions of cultures around the world. B) Strive to understand the basic differences between peoples. C) Appreciate the foundational value of the existing data. D) Carry out systematic field studies to gather new data. 试 题 册 ・2024年 12 月 六 级 真 题 ( 一 ) 2 Questions 19 to 21 are based on the recording you have just heard.
2024.12.set1,2024.12六级真题第1套.pdf,19,C,19. A) They might be the most important part of our eating experience. B) They can activate our brain functions in a most direct fashion. C) They can be viewed as the windows to our soul. D) They could mislead us in more ways than one.
2024.12.set1,2024.12六级真题第1套.pdf,20,C,20. A) It attracts food companies5 growing attention. C) It invariably determines how food sells. B) It adversely impacts one's eating experience. D) It changes the way people taste food.
